date;week;region;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-05-02;18;Valparaíso; 1,2036711;1,05632861; 1,3602886
2020-05-03;18;Valparaíso; 1,1771207;1,02752743; 1,3399490
2020-05-04;19;Valparaíso; 1,1865279;1,03501285; 1,3496150
2020-05-05;19;Valparaíso; 1,2157317;1,06189630; 1,3801981
2020-05-06;19;Valparaíso; 1,2154031;1,06069504; 1,3802398
2020-05-07;19;Valparaíso; 1,3939939;1,22502433; 1,5742252
2020-05-08;19;Valparaíso; 1,4618286;1,25900285; 1,6674053
2020-05-09;19;Valparaíso; 1,4636670;1,23667974; 1,6972968
2020-05-10;19;Valparaíso; 1,5052983;1,26583799; 1,7580541
2020-05-11;20;Valparaíso; 1,4159317;1,18433342; 1,6646698
2020-05-12;20;Valparaíso; 1,4449630;1,22788319; 1,6930302
2020-05-13;20;Valparaíso; 1,4878631;1,26755585; 1,7339861
2020-05-14;20;Valparaíso; 1,4971565;1,26634228; 1,7433015
2020-05-15;20;Valparaíso; 1,5605477;1,31913304; 1,8176316
2020-05-16;20;Valparaíso; 1,4323632;1,19675013; 1,6809580
2020-05-17;20;Valparaíso; 1,4644203;1,25067229; 1,7067747
2020-05-18;21;Valparaíso; 1,4481184;1,23581113; 1,6772916
2020-05-19;21;Valparaíso; 1,4152772;1,21408777; 1,6333145
2020-05-20;21;Valparaíso; 1,4506934;1,25661898; 1,6645188
2020-05-21;21;Valparaíso; 1,4062255;1,21184914; 1,6108182
2020-05-22;21;Valparaíso; 1,4036808;1,21851531; 1,6030648
2020-05-23;21;Valparaíso; 1,3546737;1,18214637; 1,5405892
2020-05-24;21;Valparaíso; 1,3249501;1,16746711; 1,4983967
2020-05-25;22;Valparaíso; 1,2819489;1,14102923; 1,4386390
2020-05-26;22;Valparaíso; 1,2946172;1,16412691; 1,4373231
2020-05-27;22;Valparaíso; 1,2490873;1,12471062; 1,3801889
2020-05-28;22;Valparaíso; 1,2400912;1,12646343; 1,3621486
2020-05-29;22;Valparaíso; 1,1947391;1,08964522; 1,3061731
2020-05-30;22;Valparaíso; 1,2541314;1,15529489; 1,3611237
2020-05-31;22;Valparaíso; 1,2146757;1,11043730; 1,3190956
2020-06-01;23;Valparaíso; 1,2337814;1,13475791; 1,3362853
2020-06-02;23;Valparaíso; 1,2882592;1,18201201; 1,3966635
2020-06-03;23;Valparaíso; 1,2521608;1,13609762; 1,3628080
2020-06-04;23;Valparaíso; 1,2704842;1,15879238; 1,3841171
2020-06-05;23;Valparaíso; 1,2755180;1,16175707; 1,3905049
2020-06-06;23;Valparaíso; 1,3300026;1,21006293; 1,4526613
2020-06-07;23;Valparaíso; 1,3411200;1,20597775; 1,4729878
2020-06-08;24;Valparaíso; 1,3630018;1,21806541; 1,5065536
2020-06-09;24;Valparaíso; 1,3189537;1,17219412; 1,4652267
2020-06-10;24;Valparaíso; 1,2837619;1,14990499; 1,4255922
2020-06-11;24;Valparaíso; 1,2535657;1,13429721; 1,3834798
2020-06-12;24;Valparaíso; 1,2662055;1,15728086; 1,3860598
2020-06-13;24;Valparaíso; 1,2631346;1,15553808; 1,3769177
2020-06-14;24;Valparaíso; 1,2366934;1,13082737; 1,3454298
2020-06-15;25;Valparaíso; 1,2046881;1,10785104; 1,3045751
2020-06-16;25;Valparaíso; 1,1570705;1,07298127; 1,2472150
2020-06-17;25;Valparaíso; 1,1283255;1,05856275; 1,2057861
2020-06-18;25;Valparaíso; 1,0894549;1,02994912; 1,1545344
2020-06-19;25;Valparaíso; 1,0773946;1,02779088; 1,1329809
2020-06-20;25;Valparaíso; 1,0430715;0,99893699; 1,0907609
2020-06-21;25;Valparaíso; 1,0315771;0,99170742; 1,0731740
2020-06-22;26;Valparaíso; 1,0321460;0,99537690; 1,0709225
2020-06-23;26;Valparaíso; 1,0374602;1,00186679; 1,0749230
2020-06-24;26;Valparaíso; 1,0472205;1,01266184; 1,0839530
2020-06-25;26;Valparaíso; 1,0508668;1,01554928; 1,0877380
2020-06-26;26;Valparaíso; 1,0430265;1,00679661; 1,0793762
2020-06-27;26;Valparaíso; 1,0073064;0,97264947; 1,0426846
2020-06-28;26;Valparaíso; 1,0093952;0,97603487; 1,0430157
2020-06-29;27;Valparaíso; 1,0019344;0,96936835; 1,0352991
2020-06-30;27;Valparaíso; 0,9902310;0,95810229; 1,0225232
2020-07-01;27;Valparaíso; 1,0047866;0,97194536; 1,0384051
2020-07-02;27;Valparaíso; 0,9974082;0,96520879; 1,0298612
2020-07-03;27;Valparaíso; 0,9917674;0,95987659; 1,0235957
2020-07-04;27;Valparaíso; 1,0051407;0,97290452; 1,0377878
2020-07-05;27;Valparaíso; 1,0053201;0,97334237; 1,0377461
2020-07-06;28;Valparaíso; 0,9677975;0,93631145; 0,9996192
2020-07-07;28;Valparaíso; 0,9490075;0,91710252; 0,9818547
2020-07-08;28;Valparaíso; 0,9244629;0,89102438; 0,9593840
2020-07-09;28;Valparaíso; 0,9100748;0,87372164; 0,9506621
2020-07-10;28;Valparaíso; 0,9087194;0,86864481; 0,9529455
2020-07-11;28;Valparaíso; 0,9100290;0,86727506; 0,9559854
2020-07-12;28;Valparaíso; 0,9281746;0,88408169; 0,9748474
2020-07-13;29;Valparaíso; 0,9383744;0,89499810; 0,9829426
2020-07-14;29;Valparaíso; 0,9383848;0,89753736; 0,9797625
2020-07-15;29;Valparaíso; 0,9075476;0,86926684; 0,9471619
2020-07-16;29;Valparaíso; 0,9238539;0,88358528; 0,9680014
2020-07-17;29;Valparaíso; 0,9167681;0,87605304; 0,9605295
2020-07-18;29;Valparaíso; 0,8814093;0,84066316; 0,9238921
2020-07-19;29;Valparaíso; 0,8665118;0,82319407; 0,9146763
2020-07-20;30;Valparaíso; 0,8894853;0,84051513; 0,9445856
2020-07-21;30;Valparaíso; 0,8918567;0,84282177; 0,9447120
2020-07-22;30;Valparaíso; 0,9263019;0,87614368; 0,9791924
2020-07-23;30;Valparaíso; 0,9420937;0,89494848; 0,9892801
2020-07-24;30;Valparaíso; 0,9204121;0,87770031; 0,9627968
2020-07-25;30;Valparaíso; 0,9500828;0,90653972; 0,9943511
2020-07-26;30;Valparaíso; 0,9192728;0,87846928; 0,9607214
2020-07-27;31;Valparaíso; 0,9060188;0,86539848; 0,9487283
2020-07-28;31;Valparaíso; 0,9080835;0,86468908; 0,9541853
2020-07-29;31;Valparaíso; 0,9242343;0,87881736; 0,9728275
2020-07-30;31;Valparaíso; 0,9314411;0,88656232; 0,9789682
2020-07-31;31;Valparaíso; 0,9272840;0,88274653; 0,9726989
2020-08-01;31;Valparaíso; 0,9585082;0,91374742; 1,0045369
2020-08-02;31;Valparaíso; 0,9741896;0,93069635; 1,0179725
2020-08-03;32;Valparaíso; 0,9568248;0,91623427; 0,9986843
2020-08-04;32;Valparaíso; 0,9608455;0,91993814; 1,0026739
2020-08-05;32;Valparaíso; 0,9276595;0,88732086; 0,9686380
2020-08-06;32;Valparaíso; 0,9359017;0,89411431; 0,9793666
2020-08-07;32;Valparaíso; 0,9511506;0,90732736; 0,9962892
2020-08-08;32;Valparaíso; 0,9581531;0,91476268; 1,0024838
2020-08-09;32;Valparaíso; 0,9784102;0,93516559; 1,0222131
2020-08-10;33;Valparaíso; 0,9881896;0,94568872; 1,0314584
2020-08-11;33;Valparaíso; 0,9901162;0,94907758; 1,0317390
2020-08-12;33;Valparaíso; 1,0073989;0,96611367; 1,0495384
2020-03-17;12;O’Higgins; 4,9804105;0,13657421;18,5488638
2020-03-18;12;O’Higgins; 4,9991364;0,12567472;18,2600912
2020-03-19;12;O’Higgins;14,8850183;2,98574564;36,0467109
2020-03-20;12;O’Higgins;18,5916885;4,74583004;44,7069055
2020-03-21;12;O’Higgins; 8,4350214;1,86900428;25,4992455
2020-03-22;12;O’Higgins; 4,5257413;1,34900554;12,1057497
2020-03-23;13;O’Higgins; 2,8250063;1,00233258; 6,3933629
2020-03-24;13;O’Higgins; 2,3304484;0,97879229; 4,6665180
2020-03-25;13;O’Higgins; 2,2664130;1,07338294; 4,1282823
2020-03-26;13;O’Higgins; 2,3555442;1,21605191; 4,0142232
2020-03-27;13;O’Higgins; 2,2040291;1,17998713; 3,6585881
2020-03-28;13;O’Higgins; 2,2637489;1,28550624; 3,6196945
2020-03-29;13;O’Higgins; 1,9641420;1,12579235; 3,1402155
2020-03-30;14;O’Higgins; 1,6725462;0,96854550; 2,6340250
2020-03-31;14;O’Higgins; 1,6102371;0,98163024; 2,4366547
2020-04-01;14;O’Higgins; 1,6311746;1,03769107; 2,3925942
2020-04-02;14;O’Higgins; 1,6851945;1,09961404; 2,4163830
2020-04-03;14;O’Higgins; 1,3660942;0,87275725; 1,9885013
2020-04-04;14;O’Higgins; 1,4413798;0,95797216; 2,0334408
2020-04-05;14;O’Higgins; 1,4294061;0,96881242; 1,9886554
2020-04-06;15;O’Higgins; 1,3626101;0,92871758; 1,8875941
2020-04-07;15;O’Higgins; 1,2404464;0,84371976; 1,7224292
2020-04-08;15;O’Higgins; 1,1476825;0,78152890; 1,5865173
2020-04-09;15;O’Higgins; 1,0442666;0,70869472; 1,4466790
2020-04-10;15;O’Higgins; 0,9635173;0,64293343; 1,3377149
2020-04-11;15;O’Higgins; 0,8704578;0,56710540; 1,2338992
2020-04-12;15;O’Higgins; 0,8892362;0,57694339; 1,2638064
2020-04-13;16;O’Higgins; 0,9835076;0,64742032; 1,3916413
2020-04-14;16;O’Higgins; 1,1074062;0,75083992; 1,5400238
2020-04-15;16;O’Higgins; 1,0287370;0,68441899; 1,4381450
2020-04-16;16;O’Higgins; 0,8118786;0,51531638; 1,1780178
2020-04-17;16;O’Higgins; 0,8368662;0,52904411; 1,2150628
2020-04-18;16;O’Higgins; 0,6839347;0,40328166; 1,0394932
2020-04-19;16;O’Higgins; 0,6042723;0,33373393; 0,9634981
2020-04-20;17;O’Higgins; 0,6579252;0,35943498; 1,0592314
2020-04-21;17;O’Higgins; 0,7613427;0,42166546; 1,2117144
2020-04-22;17;O’Higgins; 0,8663798;0,49714396; 1,3537722
2020-04-23;17;O’Higgins; 1,7574475;1,18931085; 2,4529016
2020-04-24;17;O’Higgins; 1,8837609;1,29318580; 2,5738532
2020-04-25;17;O’Higgins; 1,7902885;1,20332459; 2,5152198
2020-04-26;17;O’Higgins; 1,8073093;1,22468229; 2,5548385
2020-04-27;18;O’Higgins; 1,5913778;1,07400410; 2,2458769
2020-04-28;18;O’Higgins; 1,3598991;0,93493264; 1,9044234
2020-04-29;18;O’Higgins; 1,4259171;1,02870430; 1,9222721
2020-04-30;18;O’Higgins; 1,4314787;1,04084746; 1,8986263
2020-05-01;18;O’Higgins; 1,3258363;0,96991470; 1,7475858
2020-05-02;18;O’Higgins; 1,4907926;1,12886132; 1,9229841
2020-05-03;18;O’Higgins; 1,4880820;1,12714543; 1,9138500
2020-05-04;19;O’Higgins; 1,4619091;1,10973995; 1,8708478
2020-05-05;19;O’Higgins; 1,4167972;1,07875987; 1,8113605
2020-05-06;19;O’Higgins; 1,4283548;1,10265816; 1,8026560
2020-05-07;19;O’Higgins; 1,1578556;0,88398575; 1,4833465
2020-05-08;19;O’Higgins; 1,2640790;0,99742488; 1,5740980
2020-05-09;19;O’Higgins; 1,3638560;1,09134197; 1,6733594
2020-05-10;19;O’Higgins; 1,3642012;1,08582696; 1,6750070
2020-05-11;20;O’Higgins; 1,5119321;1,22096262; 1,8366044
2020-05-12;20;O’Higgins; 1,4521934;1,15123291; 1,7805218
2020-05-13;20;O’Higgins; 1,5129273;1,21610721; 1,8490738
2020-05-14;20;O’Higgins; 1,8004913;1,45560787; 2,1908063
2020-05-15;20;O’Higgins; 1,8288288;1,41985937; 2,2667721
2020-05-16;20;O’Higgins; 1,5575090;1,18886849; 1,9778238
2020-05-17;20;O’Higgins; 1,6071823;1,28454980; 2,0160713
2020-05-18;21;O’Higgins; 1,7226230;1,39062601; 2,1186461
2020-05-19;21;O’Higgins; 1,6316045;1,29481867; 2,0216275
2020-05-20;21;O’Higgins; 1,4728151;1,18001360; 1,8217136
2020-05-21;21;O’Higgins; 1,3576840;1,12086828; 1,6507443
2020-05-22;21;O’Higgins; 1,3056936;1,10546772; 1,5476518
2020-05-23;21;O’Higgins; 1,2685982;1,09011399; 1,4752226
2020-05-24;21;O’Higgins; 1,2839321;1,11697543; 1,4746887
2020-05-25;22;O’Higgins; 1,2621650;1,10069682; 1,4404279
2020-05-26;22;O’Higgins; 1,3853790;1,21730571; 1,5665813
2020-05-27;22;O’Higgins; 1,3402744;1,16380450; 1,5249659
2020-05-28;22;O’Higgins; 1,1627436;1,00451569; 1,3333191
2020-05-29;22;O’Higgins; 1,1477737;1,01596540; 1,2976014
2020-05-30;22;O’Higgins; 1,1259121;1,00531613; 1,2570731
2020-05-31;22;O’Higgins; 1,0756586;0,96500460; 1,1942845
2020-06-01;23;O’Higgins; 0,9951573;0,89511832; 1,1034079
2020-06-02;23;O’Higgins; 1,0048359;0,90656920; 1,1071380
2020-06-03;23;O’Higgins; 1,1906771;1,08389502; 1,3038780
2020-06-04;23;O’Higgins; 1,2248289;1,11275584; 1,3412820
2020-06-05;23;O’Higgins; 1,2301417;1,10583948; 1,3542810
2020-06-06;23;O’Higgins; 1,3355021;1,19866529; 1,4753586
2020-06-07;23;O’Higgins; 1,3413729;1,18271057; 1,4975687
2020-06-08;24;O’Higgins; 1,3375095;1,17195550; 1,5100260
2020-06-09;24;O’Higgins; 1,2507690;1,09364319; 1,4158945
2020-06-10;24;O’Higgins; 1,3439112;1,19731549; 1,5084666
2020-06-11;24;O’Higgins; 1,4301384;1,26177361; 1,6065972
2020-06-12;24;O’Higgins; 1,3871614;1,20243457; 1,5772321
2020-06-13;24;O’Higgins; 1,5059169;1,31205534; 1,7151636
2020-06-14;24;O’Higgins; 1,5339258;1,30922301; 1,7665414
2020-06-15;25;O’Higgins; 1,4673445;1,23995973; 1,7086923
2020-06-16;25;O’Higgins; 1,5447467;1,32328501; 1,7972434
2020-06-17;25;O’Higgins; 1,5199130;1,28328327; 1,7776563
2020-06-18;25;O’Higgins; 1,5540754;1,31715018; 1,8177760
2020-06-19;25;O’Higgins; 1,6183603;1,36444791; 1,8981838
2020-06-20;25;O’Higgins; 1,6149430;1,34322906; 1,9076363
2020-06-21;25;O’Higgins; 1,6321953;1,35611123; 1,9403799
2020-06-22;26;O’Higgins; 1,5621365;1,29353827; 1,8625378
2020-06-23;26;O’Higgins; 1,4707241;1,23470468; 1,7474113
2020-06-24;26;O’Higgins; 1,4054176;1,20646141; 1,6472365
2020-06-25;26;O’Higgins; 1,3674004;1,19531261; 1,5772558
2020-06-26;26;O’Higgins; 1,3563009;1,20021119; 1,5409251
2020-06-27;26;O’Higgins; 1,2786851;1,13837887; 1,4381497
2020-06-28;26;O’Higgins; 1,2621629;1,14402465; 1,4045830
2020-06-29;27;O’Higgins; 1,2545601;1,14673030; 1,3791992
2020-06-30;27;O’Higgins; 1,2040579;1,10421060; 1,3150102
2020-07-01;27;O’Higgins; 1,1428798;1,05953427; 1,2371249
2020-07-02;27;O’Higgins; 1,0998804;1,03380309; 1,1773427
2020-07-03;27;O’Higgins; 1,0390187;0,98658080; 1,1004520
2020-07-04;27;O’Higgins; 1,0046739;0,96162064; 1,0523746
2020-07-05;27;O’Higgins; 0,9600496;0,92109807; 0,9998650
2020-07-06;28;O’Higgins; 0,9494218;0,90896139; 0,9906546
2020-07-07;28;O’Higgins; 0,9691159;0,92633004; 1,0133930
2020-07-08;28;O’Higgins; 0,9287770;0,88788940; 0,9698109
2020-07-09;28;O’Higgins; 0,9191056;0,87683481; 0,9635111
2020-07-10;28;O’Higgins; 0,9464390;0,90140249; 0,9955016
2020-07-11;28;O’Higgins; 0,9436199;0,89993174; 0,9884590
2020-07-12;28;O’Higgins; 0,9028952;0,86162757; 0,9450307
2020-07-13;29;O’Higgins; 0,8884290;0,84561157; 0,9356021
2020-07-14;29;O’Higgins; 0,8786760;0,83190876; 0,9302136
2020-07-15;29;O’Higgins; 0,8830793;0,83360364; 0,9386508
2020-07-16;29;O’Higgins; 0,8860296;0,83500813; 0,9419000
2020-07-17;29;O’Higgins; 0,9057023;0,85343326; 0,9609900
2020-07-18;29;O’Higgins; 0,8689714;0,82068053; 0,9193182
2020-07-19;29;O’Higgins; 0,8560699;0,80598557; 0,9106573
2020-07-20;30;O’Higgins; 0,8476779;0,79452447; 0,9064484
2020-07-21;30;O’Higgins; 0,8236653;0,76973675; 0,8836701
2020-07-22;30;O’Higgins; 0,8637667;0,80338443; 0,9322836
2020-07-23;30;O’Higgins; 0,8604294;0,80082507; 0,9231491
2020-07-24;30;O’Higgins; 0,8198730;0,76415232; 0,8793677
2020-07-25;30;O’Higgins; 0,8315701;0,77212926; 0,8987785
2020-07-26;30;O’Higgins; 0,8534817;0,79086405; 0,9225822
2020-07-27;31;O’Higgins; 0,8538340;0,79274181; 0,9184509
2020-07-28;31;O’Higgins; 0,8221947;0,76372224; 0,8836510
2020-07-29;31;O’Higgins; 0,8367233;0,77533764; 0,9044391
2020-07-30;31;O’Higgins; 0,8417118;0,77938149; 0,9094363
2020-07-31;31;O’Higgins; 0,8217762;0,75991992; 0,8874506
2020-08-01;31;O’Higgins; 0,8533579;0,78824683; 0,9245006
2020-08-02;31;O’Higgins; 0,8659480;0,80199714; 0,9330756
2020-08-03;32;O’Higgins; 0,8804085;0,81730731; 0,9453706
2020-08-04;32;O’Higgins; 0,8780786;0,81848394; 0,9407170
2020-08-05;32;O’Higgins; 0,8622981;0,80296322; 0,9231145
2020-08-06;32;O’Higgins; 0,8706195;0,81072868; 0,9351096
2020-08-07;32;O’Higgins; 0,8736025;0,81336253; 0,9371360
2020-08-08;32;O’Higgins; 0,9807107;0,91479722; 1,0502068
2020-08-09;32;O’Higgins; 0,9846478;0,92644129; 1,0445081
2020-08-10;33;O’Higgins; 0,9794831;0,92448220; 1,0358268
2020-08-11;33;O’Higgins; 1,0323895;0,97700640; 1,0891466
2020-08-12;33;O’Higgins; 1,0501141;0,99306094; 1,1085481
2020-03-17;12;Maule; 1,4592038;0,65855454; 2,6077778
2020-03-18;12;Maule; 1,5052414;0,71279540; 2,6153054
2020-03-19;12;Maule; 1,8167582;0,94365459; 2,9699591
2020-03-20;12;Maule; 1,6336235;0,85630867; 2,7026323
2020-03-21;12;Maule; 1,5791347;0,84607581; 2,5861245
2020-03-22;12;Maule; 2,3699067;1,44765165; 3,5273198
2020-03-23;13;Maule; 2,1692885;1,28228874; 3,3206642
2020-03-24;13;Maule; 1,7971572;1,06165846; 2,7935989
2020-03-25;13;Maule; 1,4917870;0,89536308; 2,3074781
2020-03-26;13;Maule; 1,4088107;0,88044619; 2,0937174
2020-03-27;13;Maule; 1,3085560;0,82806079; 1,9209685
2020-03-28;13;Maule; 1,4296601;0,94411754; 2,0338601
2020-03-29;13;Maule; 1,5632444;1,06446916; 2,1672199
2020-03-30;14;Maule; 1,9335272;1,37463410; 2,5994045
2020-03-31;14;Maule; 1,9846968;1,37212496; 2,7099456
2020-04-01;14;Maule; 1,9174392;1,32724268; 2,6463933
2020-04-02;14;Maule; 1,8580157;1,30265328; 2,5791547
2020-04-03;14;Maule; 1,7700128;1,25568151; 2,4321333
2020-04-04;14;Maule; 1,6855048;1,22163573; 2,2746058
2020-04-05;14;Maule; 1,4180271;1,03757648; 1,8909175
2020-04-06;15;Maule; 1,3279051;1,00497258; 1,7233414
2020-04-07;15;Maule; 1,2263280;0,94078024; 1,5664771
2020-04-08;15;Maule; 1,3121067;1,03803970; 1,6282728
2020-04-09;15;Maule; 1,3543908;1,07626545; 1,6720540
2020-04-10;15;Maule; 1,2990207;1,03132495; 1,5978377
2020-04-11;15;Maule; 1,1999131;0,95488536; 1,4801842
2020-04-12;15;Maule; 1,1377736;0,91131114; 1,3950777
2020-04-13;16;Maule; 1,0015737;0,79655206; 1,2309075
2020-04-14;16;Maule; 0,9141460;0,72268802; 1,1248423
2020-04-15;16;Maule; 0,9379023;0,74302946; 1,1567551
2020-04-16;16;Maule; 0,9988485;0,79618690; 1,2230070
2020-04-17;16;Maule; 1,5746859;1,31671830; 1,8575293
2020-04-18;16;Maule; 1,9561063;1,60956843; 2,2987552
2020-04-19;16;Maule; 1,8899111;1,43420291; 2,3441481
2020-04-20;17;Maule; 1,6041355;1,20745651; 2,0721682
2020-04-21;17;Maule; 1,5099903;1,18217870; 1,9288074
2020-04-22;17;Maule; 1,3750063;1,10683277; 1,7192109
2020-04-23;17;Maule; 1,2480364;1,02556581; 1,5209989
2020-04-24;17;Maule; 1,2528840;1,05862494; 1,4823737
2020-04-25;17;Maule; 1,1830421;1,00754225; 1,3823109
2020-04-26;17;Maule; 1,1353052;0,97434822; 1,3141643
2020-04-27;18;Maule; 1,1328948;0,97921273; 1,3010890
2020-04-28;18;Maule; 1,2021947;1,04890853; 1,3686718
2020-04-29;18;Maule; 1,1525789;1,00006852; 1,3165542
2020-04-30;18;Maule; 1,0499996;0,90948476; 1,2009764
2020-05-01;18;Maule; 0,7834574;0,66937320; 0,9071593
2020-05-02;18;Maule; 0,5670923;0,46704063; 0,6786007
2020-05-03;18;Maule; 0,4871804;0,38015944; 0,6212737
2020-05-04;19;Maule; 0,5431372;0,40819256; 0,7269159
2020-05-05;19;Maule; 0,5850719;0,43126004; 0,7814874
2020-05-06;19;Maule; 0,5599232;0,40866283; 0,7468711
2020-05-07;19;Maule; 0,6256724;0,45691469; 0,8337323
2020-05-08;19;Maule; 0,6418925;0,47281668; 0,8442794
2020-05-09;19;Maule; 0,7517021;0,56247278; 0,9730447
2020-05-10;19;Maule; 0,8494077;0,65156573; 1,0761640
2020-05-11;20;Maule; 0,9261105;0,72873861; 1,1426411
2020-05-12;20;Maule; 0,8563637;0,67457297; 1,0599128
2020-05-13;20;Maule; 0,9979542;0,79671456; 1,2212641
2020-05-14;20;Maule; 1,3650717;1,13159311; 1,6269275
2020-05-15;20;Maule; 1,5117046;1,24071927; 1,8094180
2020-05-16;20;Maule; 1,4796624;1,17660328; 1,8207934
2020-05-17;20;Maule; 1,5420517;1,23133354; 1,9110186
2020-05-18;21;Maule; 1,6200717;1,29490827; 2,0054715
2020-05-19;21;Maule; 1,6676142;1,32422694; 2,0751041
2020-05-20;21;Maule; 1,7407196;1,38251714; 2,1668976
2020-05-21;21;Maule; 1,7896182;1,40595628; 2,2435339
2020-05-22;21;Maule; 1,7623585;1,37795550; 2,2216245
2020-05-23;21;Maule; 1,6883555;1,32380408; 2,1265674
2020-05-24;21;Maule; 1,7179139;1,37061318; 2,1492004
2020-05-25;22;Maule; 1,6772391;1,34312849; 2,0810758
2020-05-26;22;Maule; 1,6265337;1,31193387; 2,0084815
2020-05-27;22;Maule; 1,5410972;1,25926929; 1,8832753
2020-05-28;22;Maule; 1,4367529;1,19472071; 1,7317855
2020-05-29;22;Maule; 1,4020459;1,19188805; 1,6595148
2020-05-30;22;Maule; 1,4285639;1,23239348; 1,6609243
2020-05-31;22;Maule; 1,3562833;1,16795129; 1,5670463
2020-06-01;23;Maule; 1,2888775;1,12600621; 1,4797956
2020-06-02;23;Maule; 1,2180907;1,07920890; 1,3781619
2020-06-03;23;Maule; 1,4343028;1,29688322; 1,5953996
2020-06-04;23;Maule; 1,4640469;1,28069715; 1,6445430
2020-06-05;23;Maule; 1,4157256;1,22249645; 1,6118290
2020-06-06;23;Maule; 1,4250510;1,23848525; 1,6293213
2020-06-07;23;Maule; 1,4000873;1,21483935; 1,6055088
2020-06-08;24;Maule; 1,3040208;1,13828377; 1,4912759
2020-06-09;24;Maule; 1,2767147;1,13751019; 1,4438361
2020-06-10;24;Maule; 1,3012153;1,17079439; 1,4525261
2020-06-11;24;Maule; 1,2886928;1,15858936; 1,4312399
2020-06-12;24;Maule; 1,2787072;1,15302928; 1,4168488
2020-06-13;24;Maule; 1,2733048;1,15163489; 1,4075608
2020-06-14;24;Maule; 1,2928651;1,17119076; 1,4232189
2020-06-15;25;Maule; 1,2602151;1,13945932; 1,3900403
2020-06-16;25;Maule; 1,2361972;1,12401383; 1,3612049
2020-06-17;25;Maule; 1,1006518;1,00510754; 1,2055832
2020-06-18;25;Maule; 1,1136764;1,04050190; 1,2004208
2020-06-19;25;Maule; 1,1592623;1,09119830; 1,2352226
2020-06-20;25;Maule; 1,1350878;1,06350190; 1,2094837
2020-06-21;25;Maule; 1,1691983;1,09846051; 1,2435290
2020-06-22;26;Maule; 1,1779851;1,10219640; 1,2549337
2020-06-23;26;Maule; 1,1582934;1,08065739; 1,2382325
2020-06-24;26;Maule; 1,1230255;1,04888386; 1,1994183
2020-06-25;26;Maule; 1,1224417;1,05646218; 1,1936955
2020-06-26;26;Maule; 1,1205191;1,05689578; 1,1886105
2020-06-27;26;Maule; 1,1019548;1,04010831; 1,1667686
2020-06-28;26;Maule; 1,0725421;1,01489123; 1,1332091
2020-06-29;27;Maule; 1,0771650;1,02429708; 1,1326006
2020-06-30;27;Maule; 1,0554936;1,00532342; 1,1083203
2020-07-01;27;Maule; 1,0767552;1,02828597; 1,1270498
2020-07-02;27;Maule; 1,0148842;0,96758589; 1,0632857
2020-07-03;27;Maule; 0,9801235;0,93701265; 1,0247128
2020-07-04;27;Maule; 0,9901744;0,94739245; 1,0333171
2020-07-05;27;Maule; 0,9330692;0,89141483; 0,9752242
2020-07-06;28;Maule; 0,9276294;0,88377292; 0,9736167
2020-07-07;28;Maule; 0,9260658;0,87860393; 0,9760122
2020-07-08;28;Maule; 0,9080589;0,85922673; 0,9588988
2020-07-09;28;Maule; 0,8973348;0,84718695; 0,9501006
2020-07-10;28;Maule; 0,8921395;0,83982679; 0,9477231
2020-07-11;28;Maule; 0,8841710;0,82988741; 0,9412093
2020-07-12;28;Maule; 0,8883538;0,83340199; 0,9473161
2020-07-13;29;Maule; 0,8894573;0,83306492; 0,9491096
2020-07-14;29;Maule; 0,9095434;0,85253486; 0,9694899
2020-07-15;29;Maule; 0,8908299;0,83618185; 0,9465984
2020-07-16;29;Maule; 0,9332849;0,87678165; 0,9922757
2020-07-17;29;Maule; 0,9416514;0,88797737; 0,9954346
2020-07-18;29;Maule; 0,9013183;0,85259420; 0,9517123
2020-07-19;29;Maule; 0,9255050;0,87330535; 0,9810859
2020-07-20;30;Maule; 0,9140685;0,86242483; 0,9679237
2020-07-21;30;Maule; 0,9345708;0,88103655; 0,9894541
2020-07-22;30;Maule; 0,9428289;0,89075523; 0,9975581
2020-07-23;30;Maule; 0,9542000;0,90243895; 1,0074873
2020-07-24;30;Maule; 0,9510328;0,89997101; 1,0027101
2020-07-25;30;Maule; 0,9776287;0,92577882; 1,0297203
2020-07-26;30;Maule; 0,9937178;0,94363746; 1,0456619
2020-07-27;31;Maule; 0,9940709;0,94444971; 1,0450221
2020-07-28;31;Maule; 0,9690088;0,91941689; 1,0200956
2020-07-29;31;Maule; 0,9814976;0,93279356; 1,0320632
2020-07-30;31;Maule; 0,9659848;0,91652918; 1,0163624
2020-07-31;31;Maule; 0,9442875;0,89558327; 0,9944488
2020-08-01;31;Maule; 0,9410366;0,89186921; 0,9929926
2020-08-02;31;Maule; 0,9306538;0,87964490; 0,9833297
2020-08-03;32;Maule; 0,9473787;0,89445268; 1,0032639
2020-08-04;32;Maule; 0,9335956;0,88153648; 0,9881427
2020-08-05;32;Maule; 0,9347859;0,88185121; 0,9896715
2020-08-06;32;Maule; 0,9318420;0,87712319; 0,9874148
2020-08-07;32;Maule; 0,9518283;0,89707859; 1,0089932
2020-08-08;32;Maule; 0,9480303;0,89391297; 1,0044121
2020-08-09;32;Maule; 0,9394867;0,88580432; 0,9950579
2020-08-10;33;Maule; 0,9273029;0,87322105; 0,9831550
2020-08-11;33;Maule; 0,9555112;0,89988327; 1,0144785
