date;week;region;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-06-22;26;Antofagasta; 1,3488569;1,19555472; 1,5200536
2020-06-23;26;Antofagasta; 1,3158359;1,17246777; 1,4813103
2020-06-24;26;Antofagasta; 1,2686050;1,13937339; 1,4200559
2020-06-25;26;Antofagasta; 1,2371831;1,12534939; 1,3714887
2020-06-26;26;Antofagasta; 1,2133821;1,11520922; 1,3309574
2020-06-27;26;Antofagasta; 1,2073377;1,11902409; 1,3125453
2020-06-28;26;Antofagasta; 1,1701607;1,08714531; 1,2646308
2020-06-29;27;Antofagasta; 1,1442928;1,07169507; 1,2277902
2020-06-30;27;Antofagasta; 1,1460574;1,08134039; 1,2200664
2020-07-01;27;Antofagasta; 1,1521053;1,08972204; 1,2212830
2020-07-02;27;Antofagasta; 1,0939171;1,03332369; 1,1577086
2020-07-03;27;Antofagasta; 1,0655951;1,01527356; 1,1218369
2020-07-04;27;Antofagasta; 1,0120852;0,96997518; 1,0584627
2020-07-05;27;Antofagasta; 1,0192968;0,98197542; 1,0579364
2020-07-06;28;Antofagasta; 1,0121035;0,97679204; 1,0482502
2020-07-07;28;Antofagasta; 0,9967400;0,96236331; 1,0312958
2020-07-08;28;Antofagasta; 0,9948894;0,96088523; 1,0299245
2020-07-09;28;Antofagasta; 0,9856022;0,95229489; 1,0195755
2020-07-10;28;Antofagasta; 0,9774256;0,94354575; 1,0122297
2020-07-11;28;Antofagasta; 0,9891693;0,95489902; 1,0242087
2020-07-12;28;Antofagasta; 0,9749740;0,94110641; 1,0098486
2020-07-13;29;Antofagasta; 0,9557385;0,92244321; 0,9898918
2020-07-14;29;Antofagasta; 0,9595058;0,92444836; 0,9961542
2020-07-15;29;Antofagasta; 0,9421886;0,90681928; 0,9788160
2020-07-16;29;Antofagasta; 0,9501052;0,91314638; 0,9887554
2020-07-17;29;Antofagasta; 0,9401522;0,90286727; 0,9782185
2020-07-18;29;Antofagasta; 0,9319409;0,89354543; 0,9713187
2020-07-19;29;Antofagasta; 0,9154403;0,87622848; 0,9555452
2020-07-20;30;Antofagasta; 0,8941264;0,85371230; 0,9372614
2020-07-21;30;Antofagasta; 0,8632420;0,82080143; 0,9100888
2020-07-22;30;Antofagasta; 0,8674385;0,81909738; 0,9213552
2020-07-23;30;Antofagasta; 0,8631570;0,81175570; 0,9198229
2020-07-24;30;Antofagasta; 0,8757798;0,82119476; 0,9335559
2020-07-25;30;Antofagasta; 0,8364780;0,78462240; 0,8901212
2020-07-26;30;Antofagasta; 0,8405567;0,78597605; 0,9017294
2020-07-27;31;Antofagasta; 0,8381953;0,78065583; 0,8998329
2020-07-28;31;Antofagasta; 0,8432104;0,78397791; 0,9071484
2020-07-29;31;Antofagasta; 0,8615716;0,80038680; 0,9260454
2020-07-30;31;Antofagasta; 0,8447063;0,78697564; 0,9041141
2020-07-31;31;Antofagasta; 0,8443051;0,78597006; 0,9058460
2020-08-01;31;Antofagasta; 0,8468678;0,78847289; 0,9088676
2020-08-02;31;Antofagasta; 0,8485344;0,78886514; 0,9108191
2020-08-03;32;Antofagasta; 0,8928247;0,83066678; 0,9571538
2020-08-04;32;Antofagasta; 0,9181965;0,85980410; 0,9761610
2020-08-05;32;Antofagasta; 0,9305238;0,87713494; 0,9834516
2020-08-06;32;Antofagasta; 0,9292142;0,87941572; 0,9791033
2020-08-07;32;Antofagasta; 0,9296271;0,88125481; 0,9782799
2020-08-08;32;Antofagasta; 0,9585479;0,91104924; 1,0067765
2020-08-09;32;Antofagasta; 0,9579981;0,91136836; 1,0060757
2020-08-10;33;Antofagasta; 0,9658848;0,92009024; 1,0123039
2020-08-11;33;Antofagasta; 0,9514227;0,90660553; 0,9972045
2020-08-12;33;Antofagasta; 0,9299713;0,88544402; 0,9761794
2020-03-17;12;Atacama; 3,2967474;0,38271319; 9,9078978
2020-03-18;12;Atacama; 2,6879642;0,31606961; 7,7285411
2020-03-19;12;Atacama; 2,3526163;0,28491420; 6,7561657
2020-03-20;12;Atacama; 2,1444386;0,26987206; 6,0155623
2020-03-21;12;Atacama; 2,0172556;0,24190618; 5,6620584
2020-03-22;12;Atacama; 1,9271711;0,23934007; 5,3434830
2020-03-23;13;Atacama; 1,8416563;0,22441802; 5,2305279
2020-03-24;13;Atacama; 1,7930065;0,22296872; 5,0060759
2020-03-25;13;Atacama; 1,7614109;0,21211108; 4,8732277
2020-03-26;13;Atacama; 1,7412537;0,20980959; 4,8032814
2020-03-27;13;Atacama; 1,7173495;0,21080060; 4,7594104
2020-03-28;13;Atacama; 0,8589797;0,02119612; 3,1926954
2020-03-29;13;Atacama; 1,9132831;0,22741791; 5,5130690
2020-03-30;14;Atacama; 1,9950668;0,24147459; 5,6215299
2020-03-31;14;Atacama; 1,9314280;0,24095577; 5,3620491
2020-04-01;14;Atacama; 2,7948372;0,56740479; 6,6990040
2020-04-02;14;Atacama; 2,4904446;0,52022139; 6,0015356
2020-04-03;14;Atacama; 3,5923382;1,12163796; 7,6555285
2020-04-04;14;Atacama; 2,8380375;0,85808469; 6,2416355
2020-04-05;14;Atacama; 2,2534996;0,66633580; 4,9526282
2020-04-06;15;Atacama; 1,8797734;0,58697536; 4,0396989
2020-04-07;15;Atacama; 2,0052902;0,71519593; 4,0301949
2020-04-08;15;Atacama; 2,3748028;0,99430624; 4,3889952
2020-04-09;15;Atacama; 2,5124094;1,13773752; 4,4959986
2020-04-10;15;Atacama; 2,6805475;1,30967840; 4,6114884
2020-04-11;15;Atacama; 2,1506634;1,04638254; 3,7695923
2020-04-12;15;Atacama; 1,6477965;0,80045858; 2,8964054
2020-04-13;16;Atacama; 1,4563726;0,72684969; 2,4737387
2020-04-14;16;Atacama; 1,3400875;0,67585856; 2,2438285
2020-04-15;16;Atacama; 1,1588463;0,57287410; 1,9533857
2020-04-16;16;Atacama; 1,1214351;0,55100722; 1,8788956
2020-04-17;16;Atacama; 0,9058963;0,41262509; 1,5920379
2020-04-18;16;Atacama; 0,9265306;0,42212234; 1,6395487
2020-04-19;16;Atacama; 0,9533557;0,43679648; 1,6744978
2020-04-20;17;Atacama; 0,9771017;0,44148368; 1,7156283
2020-04-21;17;Atacama; 0,8862280;0,38143538; 1,6092824
2020-04-22;17;Atacama; 0,6858379;0,25043403; 1,3417301
2020-04-23;17;Atacama; 1,1112917;0,49936937; 1,9648944
2020-04-24;17;Atacama; 1,1348246;0,52344488; 1,9899046
2020-04-25;17;Atacama; 1,5120841;0,77662662; 2,4801889
2020-04-26;17;Atacama; 2,0459915;1,18036653; 3,1501887
2020-04-27;18;Atacama; 2,4392397;1,46590425; 3,6636126
2020-04-28;18;Atacama; 2,0315820;1,15659678; 3,2141588
2020-04-29;18;Atacama; 2,2306332;1,36725170; 3,4408610
2020-04-30;18;Atacama; 1,9319081;1,18796612; 2,9714243
2020-05-01;18;Atacama; 1,6433562;1,02646641; 2,5066188
2020-05-02;18;Atacama; 2,2064436;1,52187352; 3,0997109
2020-05-03;18;Atacama; 2,1959290;1,47871003; 3,0843707
2020-05-04;19;Atacama; 1,9250806;1,28763599; 2,7492825
2020-05-05;19;Atacama; 1,8604433;1,29146880; 2,6166295
2020-05-06;19;Atacama; 1,6599815;1,17065379; 2,2994961
2020-05-07;19;Atacama; 1,5110461;1,09755983; 2,0425371
2020-05-08;19;Atacama; 1,3270227;0,98015546; 1,7524179
2020-05-09;19;Atacama; 1,7077878;1,33969926; 2,1502338
2020-05-10;19;Atacama; 1,5785867;1,20398474; 2,0032600
2020-05-11;20;Atacama; 1,4611431;1,12539280; 1,8619327
2020-05-12;20;Atacama; 1,3539910;1,05417818; 1,7096228
2020-05-13;20;Atacama; 1,2362156;0,97062674; 1,5447943
2020-05-14;20;Atacama; 1,1725200;0,93434302; 1,4444654
2020-05-15;20;Atacama; 1,1636448;0,93915176; 1,4170925
2020-05-16;20;Atacama; 0,9820929;0,77998199; 1,2078931
2020-05-17;20;Atacama; 0,9191887;0,72973180; 1,1291967
2020-05-18;21;Atacama; 0,9850190;0,78764431; 1,2054047
2020-05-19;21;Atacama; 0,9134673;0,72376506; 1,1266780
2020-05-20;21;Atacama; 0,9608586;0,76299211; 1,1846495
2020-05-21;21;Atacama; 0,9493531;0,75343018; 1,1711191
2020-05-22;21;Atacama; 1,0309639;0,82395709; 1,2577631
2020-05-23;21;Atacama; 0,7750415;0,59804109; 0,9754255
2020-05-24;21;Atacama; 0,7128593;0,53851084; 0,9133910
2020-05-25;22;Atacama; 0,6779372;0,49979006; 0,8859990
2020-05-26;22;Atacama; 0,7504256;0,55068709; 0,9872115
2020-05-27;22;Atacama; 0,8554940;0,63396286; 1,1155234
2020-05-28;22;Atacama; 0,9492505;0,71905043; 1,2196036
2020-05-29;22;Atacama; 1,0019718;0,76852229; 1,2653328
2020-05-30;22;Atacama; 1,0886429;0,84614572; 1,3634411
2020-05-31;22;Atacama; 1,0808360;0,83971862; 1,3512606
2020-06-01;23;Atacama; 1,1609954;0,91177379; 1,4359511
2020-06-02;23;Atacama; 1,1801549;0,92904495; 1,4644703
2020-06-03;23;Atacama; 1,1589953;0,91299887; 1,4403871
2020-06-04;23;Atacama; 1,2818533;1,02363652; 1,5695268
2020-06-05;23;Atacama; 1,2827539;1,01806440; 1,5759632
2020-06-06;23;Atacama; 1,2857368;1,02947849; 1,5795284
2020-06-07;23;Atacama; 1,5282688;1,24445895; 1,8510423
2020-06-08;24;Atacama; 1,7539250;1,41457225; 2,1241412
2020-06-09;24;Atacama; 1,6263341;1,25991641; 2,0281328
2020-06-10;24;Atacama; 1,5257908;1,19776890; 1,9214623
2020-06-11;24;Atacama; 1,5395465;1,23422592; 1,9141223
2020-06-12;24;Atacama; 1,5421778;1,24936233; 1,8977661
2020-06-13;24;Atacama; 1,5025060;1,21956465; 1,8327204
2020-06-14;24;Atacama; 1,4265996;1,16668253; 1,7383003
2020-06-15;25;Atacama; 1,4399922;1,19503899; 1,7280004
2020-06-16;25;Atacama; 1,4038341;1,17356330; 1,6662407
2020-06-17;25;Atacama; 1,5115229;1,27791403; 1,7823685
2020-06-18;25;Atacama; 1,4286849;1,19185641; 1,6914901
2020-06-19;25;Atacama; 1,4232598;1,20255041; 1,6752986
2020-06-20;25;Atacama; 1,3759115;1,16822056; 1,6115404
2020-06-21;25;Atacama; 1,3083219;1,12106664; 1,5248258
2020-06-22;26;Atacama; 1,2374787;1,07327370; 1,4308157
2020-06-23;26;Atacama; 1,2403257;1,08907978; 1,4101728
2020-06-24;26;Atacama; 1,2479457;1,10138202; 1,4075960
2020-06-25;26;Atacama; 1,2733251;1,12663121; 1,4296944
2020-06-26;26;Atacama; 1,2829224;1,13410331; 1,4415982
2020-06-27;26;Atacama; 1,2575303;1,11077502; 1,4132582
2020-06-28;26;Atacama; 1,2442344;1,10232725; 1,3977043
2020-06-29;27;Atacama; 1,2214099;1,08756310; 1,3669558
2020-06-30;27;Atacama; 1,2129310;1,08518359; 1,3520968
2020-07-01;27;Atacama; 1,2123921;1,09029789; 1,3473840
2020-07-02;27;Atacama; 1,1552987;1,03641056; 1,2828490
2020-07-03;27;Atacama; 1,1053753;0,99873014; 1,2220592
2020-07-04;27;Atacama; 1,1085456;1,00926300; 1,2147474
2020-07-05;27;Atacama; 1,1078284;1,01201389; 1,2101098
2020-07-06;28;Atacama; 1,1093690;1,01538287; 1,2111787
2020-07-07;28;Atacama; 1,0734468;0,98106734; 1,1702200
2020-07-08;28;Atacama; 1,0480799;0,95973006; 1,1387873
2020-07-09;28;Atacama; 1,0723012;0,98601367; 1,1635645
2020-07-10;28;Atacama; 1,0377528;0,95154510; 1,1270871
2020-07-11;28;Atacama; 1,0579943;0,97440105; 1,1462886
2020-07-12;28;Atacama; 1,0874017;1,00212897; 1,1749779
2020-07-13;29;Atacama; 1,0838144;0,99767438; 1,1727873
2020-07-14;29;Atacama; 1,0736498;0,98972343; 1,1623745
2020-07-15;29;Atacama; 1,0192320;0,93651157; 1,1055718
2020-07-16;29;Atacama; 1,0154664;0,93523418; 1,0988631
2020-07-17;29;Atacama; 0,9634679;0,88565348; 1,0456649
2020-07-18;29;Atacama; 0,9680417;0,89102805; 1,0481986
2020-07-19;29;Atacama; 0,9660597;0,88712116; 1,0478662
2020-07-20;30;Atacama; 0,9550917;0,87611754; 1,0374945
2020-07-21;30;Atacama; 1,0327238;0,95034304; 1,1184237
2020-07-22;30;Atacama; 1,0268977;0,94623977; 1,1091578
2020-07-23;30;Atacama; 1,0035418;0,92410149; 1,0849741
2020-07-24;30;Atacama; 1,0400076;0,95890083; 1,1219793
2020-07-25;30;Atacama; 1,0675317;0,98580560; 1,1529042
2020-07-26;30;Atacama; 1,2251486;1,13563557; 1,3157483
2020-07-27;31;Atacama; 1,1190852;1,01805933; 1,2180244
2020-07-28;31;Atacama; 1,0978118;1,00344134; 1,1983859
2020-07-29;31;Atacama; 1,0979838;1,00882081; 1,1929763
2020-07-30;31;Atacama; 1,2140637;1,12154642; 1,3114103
2020-07-31;31;Atacama; 1,3416086;1,22950739; 1,4551026
2020-08-01;31;Atacama; 1,3435236;1,19802449; 1,4802749
2020-08-02;31;Atacama; 1,3399795;1,18718342; 1,4983493
2020-08-03;32;Atacama; 1,3754792;1,21772232; 1,5453576
2020-08-04;32;Atacama; 1,2545597;1,10355777; 1,4191788
2020-08-05;32;Atacama; 1,3340200;1,19931549; 1,4982260
2020-08-06;32;Atacama; 1,2588283;1,12429300; 1,4061384
2020-08-07;32;Atacama; 1,2586170;1,13780489; 1,3982404
2020-08-08;32;Atacama; 1,2576042;1,14216419; 1,3869402
2020-08-09;32;Atacama; 1,0723875;0,97300456; 1,1812405
2020-08-10;33;Atacama; 1,2906018;1,20514423; 1,3903434
2020-08-11;33;Atacama; 1,3056271;1,19532613; 1,4119541
2020-08-12;33;Atacama; 1,2720736;1,14970610; 1,3902215
2020-03-17;12;Coquimbo; 4,9872094;0,12777944;18,6283660
2020-03-18;12;Coquimbo; 5,0321733;0,12038846;18,4120667
2020-03-19;12;Coquimbo;14,9271156;3,05984959;35,6658653
2020-03-20;12;Coquimbo;10,4116489;1,97518416;28,3801278
2020-03-21;12;Coquimbo; 5,2068163;1,02229816;15,3282365
2020-03-22;12;Coquimbo; 4,7902289;1,41611858;12,0665677
2020-03-23;13;Coquimbo; 3,7532372;1,25077319; 8,5728589
2020-03-24;13;Coquimbo; 4,5120847;1,92004091; 8,9881467
2020-03-25;13;Coquimbo; 3,3515864;1,40494521; 6,6972976
2020-03-26;13;Coquimbo; 2,5705789;1,17726439; 4,9544369
2020-03-27;13;Coquimbo; 2,1488660;1,06672919; 3,8868904
2020-03-28;13;Coquimbo; 1,8825411;0,97877799; 3,1951236
2020-03-29;13;Coquimbo; 1,9219336;1,09125226; 3,0845670
2020-03-30;14;Coquimbo; 2,4596607;1,53225034; 3,6740381
2020-03-31;14;Coquimbo; 2,0945107;1,25392454; 3,2270467
2020-04-01;14;Coquimbo; 1,8598101;1,14120779; 2,8390900
2020-04-02;14;Coquimbo; 1,7036201;1,08970234; 2,5334735
2020-04-03;14;Coquimbo; 1,4981615;0,97687951; 2,1740000
2020-04-04;14;Coquimbo; 1,7323820;1,19833702; 2,4097319
2020-04-05;14;Coquimbo; 1,6958550;1,17935787; 2,3327484
2020-04-06;15;Coquimbo; 1,5042779;1,03993968; 2,0651820
2020-04-07;15;Coquimbo; 1,2463487;0,86797275; 1,7229502
2020-04-08;15;Coquimbo; 1,2593696;0,90117562; 1,6855926
2020-04-09;15;Coquimbo; 1,3063760;0,95500826; 1,7187864
2020-04-10;15;Coquimbo; 1,2143793;0,88446813; 1,5982071
2020-04-11;15;Coquimbo; 1,2103941;0,88482247; 1,5855956
2020-04-12;15;Coquimbo; 1,1410533;0,84044784; 1,4940359
2020-04-13;16;Coquimbo; 0,9067173;0,64896653; 1,2064565
2020-04-14;16;Coquimbo; 0,8881957;0,63191251; 1,1912722
2020-04-15;16;Coquimbo; 0,8626357;0,60553296; 1,1670710
2020-04-16;16;Coquimbo; 0,8386066;0,58228512; 1,1445278
2020-04-17;16;Coquimbo; 0,8432584;0,57343897; 1,1630992
2020-04-18;16;Coquimbo; 0,6423995;0,41187049; 0,9242633
2020-04-19;16;Coquimbo; 0,5224202;0,31075341; 0,7988579
2020-04-20;17;Coquimbo; 0,5773327;0,33767795; 0,8997834
2020-04-21;17;Coquimbo; 0,6064924;0,34524170; 0,9523473
2020-04-22;17;Coquimbo; 0,5551233;0,30148231; 0,8983629
2020-04-23;17;Coquimbo; 0,4104612;0,19173406; 0,7210557
2020-04-24;17;Coquimbo; 0,5616224;0,27394497; 0,9634253
2020-04-25;17;Coquimbo; 0,5258615;0,24215446; 0,9322311
2020-04-26;17;Coquimbo; 0,4705485;0,19953121; 0,8804724
2020-04-27;18;Coquimbo; 0,6046211;0,26320849; 1,1018170
2020-04-28;18;Coquimbo; 0,6739934;0,29708428; 1,2212466
2020-04-29;18;Coquimbo; 0,9050525;0,43807278; 1,5556021
2020-04-30;18;Coquimbo; 0,7831608;0,35082338; 1,3856000
2020-05-01;18;Coquimbo; 0,9196485;0,42824573; 1,5882986
2020-05-02;18;Coquimbo; 1,0567804;0,52517588; 1,7749023
2020-05-03;18;Coquimbo; 2,0477589;1,26511802; 3,0384575
2020-05-04;19;Coquimbo; 2,0186097;1,20826334; 3,0505339
2020-05-05;19;Coquimbo; 2,1905458;1,33716128; 3,3430441
2020-05-06;19;Coquimbo; 1,7842584;1,07008316; 2,7759420
2020-05-07;19;Coquimbo; 1,7062324;1,07517262; 2,5914511
2020-05-08;19;Coquimbo; 1,9492724;1,30301064; 2,8187990
2020-05-09;19;Coquimbo; 2,4152154;1,66050889; 3,3765559
2020-05-10;19;Coquimbo; 2,1928211;1,44368415; 3,1526596
2020-05-11;20;Coquimbo; 1,9154340;1,27924944; 2,7727418
2020-05-12;20;Coquimbo; 1,8250531;1,27463343; 2,5752603
2020-05-13;20;Coquimbo; 1,6396056;1,17946594; 2,2545124
2020-05-14;20;Coquimbo; 1,6779712;1,24845339; 2,2238729
2020-05-15;20;Coquimbo; 1,7247593;1,30437779; 2,2532741
2020-05-16;20;Coquimbo; 1,6138239;1,22385976; 2,0906596
2020-05-17;20;Coquimbo; 1,4026948;1,06927708; 1,8114445
2020-05-18;21;Coquimbo; 1,4674908;1,16184057; 1,8413493
2020-05-19;21;Coquimbo; 1,5847822;1,27251225; 1,9525964
2020-05-20;21;Coquimbo; 1,6800868;1,34033926; 2,0638440
2020-05-21;21;Coquimbo; 1,5190763;1,19511809; 1,8916956
2020-05-22;21;Coquimbo; 1,3899951;1,10769157; 1,7297621
2020-05-23;21;Coquimbo; 1,2464522;1,01512050; 1,5207620
2020-05-24;21;Coquimbo; 1,3428596;1,12471378; 1,6039135
2020-05-25;22;Coquimbo; 1,3317904;1,11756404; 1,5763848
2020-05-26;22;Coquimbo; 1,4910032;1,26525278; 1,7432534
2020-05-27;22;Coquimbo; 1,7600104;1,47967597; 2,0609733
2020-05-28;22;Coquimbo; 1,6462507;1,31568094; 1,9901638
2020-05-29;22;Coquimbo; 1,6483663;1,33306933; 2,0211245
2020-05-30;22;Coquimbo; 1,6928485;1,37134014; 2,0769278
2020-05-31;22;Coquimbo; 1,5901876;1,28403031; 1,9539925
2020-06-01;23;Coquimbo; 1,4965369;1,22758814; 1,8303791
2020-06-02;23;Coquimbo; 1,3379318;1,11997933; 1,6109979
2020-06-03;23;Coquimbo; 1,2614272;1,08627667; 1,4826527
2020-06-04;23;Coquimbo; 1,3214996;1,16318214; 1,5155704
2020-06-05;23;Coquimbo; 1,3628980;1,20194356; 1,5422253
2020-06-06;23;Coquimbo; 1,3995061;1,22670502; 1,5850451
2020-06-07;23;Coquimbo; 1,4397396;1,25650314; 1,6374545
2020-06-08;24;Coquimbo; 1,5673483;1,35680983; 1,7927930
2020-06-09;24;Coquimbo; 1,4380544;1,21208430; 1,6742021
2020-06-10;24;Coquimbo; 1,3360204;1,14621666; 1,5579060
2020-06-11;24;Coquimbo; 1,3434772;1,17889966; 1,5443703
2020-06-12;24;Coquimbo; 1,3150723;1,16205034; 1,4954926
2020-06-13;24;Coquimbo; 1,2554581;1,11526020; 1,4169774
2020-06-14;24;Coquimbo; 1,2084976;1,08601915; 1,3495171
2020-06-15;25;Coquimbo; 1,2563364;1,14432521; 1,3857738
2020-06-16;25;Coquimbo; 1,2288936;1,11608705; 1,3524807
2020-06-17;25;Coquimbo; 1,2378567;1,12729667; 1,3586456
2020-06-18;25;Coquimbo; 1,2292594;1,12069333; 1,3476147
2020-06-19;25;Coquimbo; 1,2377555;1,12922381; 1,3536930
2020-06-20;25;Coquimbo; 1,1954145;1,09061052; 1,3090130
2020-06-21;25;Coquimbo; 1,1425025;1,04725888; 1,2456825
2020-06-22;26;Coquimbo; 1,0477675;0,96879588; 1,1361255
2020-06-23;26;Coquimbo; 1,0350179;0,96822916; 1,1087750
2020-06-24;26;Coquimbo; 1,0017849;0,94024315; 1,0661460
2020-06-25;26;Coquimbo; 1,0060198;0,94499373; 1,0684184
2020-06-26;26;Coquimbo; 0,9832413;0,92379987; 1,0449476
2020-06-27;26;Coquimbo; 0,9854724;0,92540941; 1,0472665
2020-06-28;26;Coquimbo; 1,0169111;0,95602509; 1,0791327
2020-06-29;27;Coquimbo; 1,0017719;0,94339942; 1,0626305
2020-06-30;27;Coquimbo; 1,0412321;0,98187214; 1,1019288
2020-07-01;27;Coquimbo; 1,0193946;0,96091550; 1,0798221
2020-07-02;27;Coquimbo; 0,9745529;0,91673986; 1,0335861
2020-07-03;27;Coquimbo; 0,9190290;0,86346856; 0,9766228
2020-07-04;27;Coquimbo; 0,9586029;0,89840222; 1,0207477
2020-07-05;27;Coquimbo; 0,9820064;0,92087960; 1,0457033
2020-07-06;28;Coquimbo; 1,0258132;0,96436227; 1,0893960
2020-07-07;28;Coquimbo; 1,0416800;0,98114679; 1,1042166
2020-07-08;28;Coquimbo; 1,0466900;0,98568248; 1,1089044
2020-07-09;28;Coquimbo; 1,0317521;0,97250242; 1,0947306
2020-07-10;28;Coquimbo; 1,0876244;1,02626890; 1,1514163
2020-07-11;28;Coquimbo; 1,1025676;1,03771916; 1,1701092
2020-07-12;28;Coquimbo; 1,0835248;1,01549121; 1,1535777
2020-07-13;29;Coquimbo; 1,0298003;0,96484926; 1,0970811
2020-07-14;29;Coquimbo; 0,9561016;0,89920728; 1,0173855
2020-07-15;29;Coquimbo; 0,9831020;0,92559261; 1,0421893
2020-07-16;29;Coquimbo; 1,0074652;0,94955666; 1,0671950
2020-07-17;29;Coquimbo; 1,0675829;1,00893584; 1,1282184
2020-07-18;29;Coquimbo; 1,0391987;0,98141485; 1,0996974
2020-07-19;29;Coquimbo; 1,0776779;1,01784702; 1,1400015
2020-07-20;30;Coquimbo; 1,0771087;1,01461268; 1,1402176
2020-07-21;30;Coquimbo; 1,0571813;0,99495762; 1,1218258
2020-07-22;30;Coquimbo; 1,0450644;0,98506833; 1,1083658
2020-07-23;30;Coquimbo; 1,0781825;1,01814875; 1,1396197
2020-07-24;30;Coquimbo; 1,0740382;1,01312296; 1,1366767
2020-07-25;30;Coquimbo; 1,0993914;1,03801828; 1,1630836
2020-07-26;30;Coquimbo; 1,1443537;1,07812917; 1,2108809
2020-07-27;31;Coquimbo; 1,1614632;1,08754885; 1,2342992
2020-07-28;31;Coquimbo; 1,1943305;1,11289538; 1,2754010
2020-07-29;31;Coquimbo; 1,1832875;1,09558914; 1,2715893
2020-07-30;31;Coquimbo; 1,1622661;1,07430326; 1,2538562
2020-07-31;31;Coquimbo; 1,1565357;1,07556992; 1,2455216
2020-08-01;31;Coquimbo; 1,1220988;1,04578350; 1,2044308
2020-08-02;31;Coquimbo; 1,0744924;1,00729588; 1,1481674
2020-08-03;32;Coquimbo; 1,0286718;0,97104113; 1,0920357
2020-08-04;32;Coquimbo; 1,0407616;0,98832922; 1,0964474
2020-08-05;32;Coquimbo; 1,0403071;0,98927050; 1,0928829
2020-08-06;32;Coquimbo; 1,0221923;0,97293821; 1,0734428
2020-08-07;32;Coquimbo; 0,9939515;0,94643378; 1,0425890
2020-08-08;32;Coquimbo; 0,9545949;0,90791577; 1,0029471
2020-08-09;32;Coquimbo; 0,9513835;0,90367060; 1,0006593
2020-08-10;33;Coquimbo; 0,9665615;0,91682890; 1,0182416
2020-08-11;33;Coquimbo; 0,9712057;0,92098971; 1,0220747
2020-08-12;33;Coquimbo; 0,9409710;0,89293837; 0,9908464
2020-03-17;12;Valparaíso; 6,7016411;0,72933870;20,2746952
2020-03-18;12;Valparaíso; 4,3850893;0,46274604;13,5791274
2020-03-19;12;Valparaíso; 8,2860925;2,46286318;18,9961388
2020-03-20;12;Valparaíso; 6,0628767;1,61640544;14,8755233
2020-03-21;12;Valparaíso; 8,5251717;3,26151500;18,6073076
2020-03-22;12;Valparaíso; 5,7315989;1,97565656;13,2629809
2020-03-23;13;Valparaíso; 3,9172084;1,58938246; 8,6312795
2020-03-24;13;Valparaíso; 3,3959704;1,65378170; 6,6299791
2020-03-25;13;Valparaíso; 3,0998181;1,64109692; 5,4977931
2020-03-26;13;Valparaíso; 3,1340342;1,77411450; 5,2222515
2020-03-27;13;Valparaíso; 2,6025995;1,49116444; 4,2603231
2020-03-28;13;Valparaíso; 2,9033465;1,82222848; 4,4906513
2020-03-29;13;Valparaíso; 2,5277627;1,54342080; 3,8744316
2020-03-30;14;Valparaíso; 2,6434302;1,72110537; 3,9270514
2020-03-31;14;Valparaíso; 2,2207495;1,44023539; 3,2612190
2020-04-01;14;Valparaíso; 2,1290124;1,46684193; 3,0489261
2020-04-02;14;Valparaíso; 1,9904736;1,40967656; 2,7567873
2020-04-03;14;Valparaíso; 1,8905988;1,38276948; 2,5567626
2020-04-04;14;Valparaíso; 1,6316169;1,21513738; 2,1679843
2020-04-05;14;Valparaíso; 1,4638630;1,13514668; 1,8753774
2020-04-06;15;Valparaíso; 1,3630618;1,09248836; 1,6940797
2020-04-07;15;Valparaíso; 1,3351348;1,10153850; 1,6151652
2020-04-08;15;Valparaíso; 1,2769747;1,06414699; 1,5251371
2020-04-09;15;Valparaíso; 1,1637454;0,97766409; 1,3761167
2020-04-10;15;Valparaíso; 1,1542182;0,98094279; 1,3496421
2020-04-11;15;Valparaíso; 1,0317229;0,87696118; 1,2046470
2020-04-12;15;Valparaíso; 1,0003576;0,85477495; 1,1610313
2020-04-13;16;Valparaíso; 0,9445007;0,80407391; 1,0942608
2020-04-14;16;Valparaíso; 0,9801876;0,83444093; 1,1382894
2020-04-15;16;Valparaíso; 0,9456754;0,80584043; 1,0991592
2020-04-16;16;Valparaíso; 1,0178644;0,86873290; 1,1795303
2020-04-17;16;Valparaíso; 0,9903347;0,84637349; 1,1480259
2020-04-18;16;Valparaíso; 1,0215747;0,87629575; 1,1782106
2020-04-19;16;Valparaíso; 1,1147178;0,96125095; 1,2785894
2020-04-20;17;Valparaíso; 1,0980238;0,94487374; 1,2602210
2020-04-21;17;Valparaíso; 1,0735883;0,92447365; 1,2358660
2020-04-22;17;Valparaíso; 1,0971904;0,94752572; 1,2596094
2020-04-23;17;Valparaíso; 1,0962275;0,94675282; 1,2568887
2020-04-24;17;Valparaíso; 1,0559620;0,91071568; 1,2129766
2020-04-25;17;Valparaíso; 1,1006875;0,95412926; 1,2582590
2020-04-26;17;Valparaíso; 1,0834725;0,93743900; 1,2373707
2020-04-27;18;Valparaíso; 1,0964612;0,95126533; 1,2526880
2020-04-28;18;Valparaíso; 1,0585560;0,91777348; 1,2096510
2020-04-29;18;Valparaíso; 1,1385743;0,99513872; 1,2947361
2020-04-30;18;Valparaíso; 1,1255391;0,97885703; 1,2825366
2020-05-01;18;Valparaíso; 1,0704376;0,92972282; 1,2225617
