date;comuna;region;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-06-11;Calbuco;Los Lagos; 9,3361304; 1,121532709;26,0689205
2020-06-12;Calbuco;Los Lagos; 6,3904148; 0,670381542;19,4549988
2020-06-13;Calbuco;Los Lagos; 4,2643114; 0,435910358;13,2565828
2020-06-14;Calbuco;Los Lagos; 4,8497531; 0,892773502;12,8389741
2020-06-15;Calbuco;Los Lagos; 3,5876425; 0,640029588; 9,5441704
2020-06-16;Calbuco;Los Lagos; 2,6988202; 0,515585391; 7,0435882
2020-06-17;Calbuco;Los Lagos; 2,9553769; 0,752683169; 6,7413998
2020-06-18;Calbuco;Los Lagos; 2,4232636; 0,633878872; 5,6371742
2020-06-19;Calbuco;Los Lagos; 2,0258239; 0,528256060; 4,5477405
2020-06-20;Calbuco;Los Lagos; 2,6701011; 0,946813544; 5,3544005
2020-06-21;Calbuco;Los Lagos; 3,3738629; 1,444825765; 6,2162721
2020-06-22;Calbuco;Los Lagos; 3,4370769; 1,546073890; 6,2846330
2020-06-23;Calbuco;Los Lagos; 2,9787750; 1,372447482; 5,4633518
2020-06-24;Calbuco;Los Lagos; 2,7435417; 1,360418960; 4,8774178
2020-06-25;Calbuco;Los Lagos; 2,3839742; 1,236600086; 4,1002429
2020-06-26;Calbuco;Los Lagos; 2,5271745; 1,437507263; 4,1089610
2020-06-27;Calbuco;Los Lagos; 2,4393708; 1,422932333; 3,8611922
2020-06-28;Calbuco;Los Lagos; 2,2923957; 1,376209154; 3,5377936
2020-06-29;Calbuco;Los Lagos; 2,2460961; 1,406932372; 3,4000843
2020-06-30;Calbuco;Los Lagos; 1,9814262; 1,261298599; 2,9474613
2020-07-01;Calbuco;Los Lagos; 1,8924459; 1,254767112; 2,7364523
2020-07-02;Calbuco;Los Lagos; 1,7561310; 1,198644159; 2,4664056
2020-07-03;Calbuco;Los Lagos; 1,7317841; 1,217318085; 2,3731009
2020-07-04;Calbuco;Los Lagos; 1,5778909; 1,127317829; 2,1369485
2020-07-05;Calbuco;Los Lagos; 1,5041493; 1,098971949; 1,9935501
2020-07-06;Calbuco;Los Lagos; 1,3702228; 1,015874297; 1,7984416
2020-07-07;Calbuco;Los Lagos; 1,2881014; 0,971427344; 1,6613720
2020-07-08;Calbuco;Los Lagos; 1,3250463; 1,018723802; 1,6814319
2020-07-09;Calbuco;Los Lagos; 1,3180356; 1,023658580; 1,6528060
2020-07-10;Calbuco;Los Lagos; 1,2417150; 0,962143257; 1,5606321
2020-07-11;Calbuco;Los Lagos; 1,2441355; 0,973763997; 1,5466312
2020-07-12;Calbuco;Los Lagos; 1,2172914; 0,958567467; 1,5047143
2020-07-13;Calbuco;Los Lagos; 1,1007073; 0,863592081; 1,3694011
2020-07-14;Calbuco;Los Lagos; 1,0739141; 0,846962326; 1,3294777
2020-07-15;Calbuco;Los Lagos; 1,0027603; 0,789097489; 1,2452163
2020-07-16;Calbuco;Los Lagos; 1,0125756; 0,798376076; 1,2522506
2020-07-17;Calbuco;Los Lagos; 0,9576145; 0,748052908; 1,1917398
2020-07-18;Calbuco;Los Lagos; 0,9381152; 0,733541904; 1,1696020
2020-07-19;Calbuco;Los Lagos; 0,9236279; 0,715879110; 1,1555110
2020-07-20;Calbuco;Los Lagos; 0,9108314; 0,704001104; 1,1487977
2020-07-21;Calbuco;Los Lagos; 0,9423837; 0,727988294; 1,1848112
2020-07-22;Calbuco;Los Lagos; 0,8875289; 0,680009362; 1,1226736
2020-07-23;Calbuco;Los Lagos; 0,8477684; 0,641521723; 1,0811629
2020-07-24;Calbuco;Los Lagos; 0,8752719; 0,661503870; 1,1217411
2020-07-25;Calbuco;Los Lagos; 0,8084447; 0,604620758; 1,0437492
2020-07-26;Calbuco;Los Lagos; 0,7781961; 0,570780365; 1,0186271
2020-07-27;Calbuco;Los Lagos; 0,8306908; 0,606782287; 1,0983140
2020-07-28;Calbuco;Los Lagos; 0,8481728; 0,623070157; 1,1138193
2020-07-29;Calbuco;Los Lagos; 0,8421830; 0,614187628; 1,1096692
2020-07-30;Calbuco;Los Lagos; 0,7991076; 0,573084528; 1,0642271
2020-07-31;Calbuco;Los Lagos; 0,8144919; 0,581555544; 1,0894466
2020-08-01;Calbuco;Los Lagos; 0,9299826; 0,675538150; 1,2306385
2020-08-02;Calbuco;Los Lagos; 0,9734404; 0,707788249; 1,2754046
2020-08-03;Calbuco;Los Lagos; 1,0290395; 0,761022876; 1,3374879
2020-08-04;Calbuco;Los Lagos; 1,2014776; 0,910161591; 1,5387402
2020-08-05;Calbuco;Los Lagos; 1,2754596; 0,974607759; 1,6215114
2020-08-06;Calbuco;Los Lagos; 1,3450577; 1,033251572; 1,7059463
2020-08-07;Calbuco;Los Lagos; 1,4033966; 1,075071612; 1,7753785
2020-03-29;Caldera;Atacama; 5,0320577; 0,121569840;18,5372102
2020-03-30;Caldera;Atacama; 4,9955956; 0,125658579;18,5180678
2020-03-31;Caldera;Atacama; 5,0364615; 0,127140286;18,2586930
2020-04-01;Caldera;Atacama; 4,9734328; 0,121765569;18,5832049
2020-04-02;Caldera;Atacama; 4,9969805; 0,115522366;18,4836296
2020-04-03;Caldera;Atacama; 4,9956536; 0,121404556;18,3435316
2020-04-04;Caldera;Atacama; 4,9533613; 0,121447781;18,3161860
2020-04-05;Caldera;Atacama; 5,0600465; 0,133894989;18,6099795
2020-04-06;Caldera;Atacama; 4,9737491; 0,120667752;18,4229098
2020-04-07;Caldera;Atacama; 4,9646894; 0,120966379;18,0866938
2020-04-08;Caldera;Atacama; 5,0121622; 0,124355216;18,4172674
2020-04-09;Caldera;Atacama; 5,0132960; 0,138528902;18,4456021
2020-04-10;Caldera;Atacama; 5,0503545; 0,128046634;18,1911464
2020-04-11;Caldera;Atacama; 5,0173299; 0,127662147;18,4187883
2020-04-12;Caldera;Atacama; 5,0649032; 0,122704203;18,6958978
2020-04-13;Caldera;Atacama; 4,9897656; 0,124026897;18,0591895
2020-04-14;Caldera;Atacama; 4,9410918; 0,115181970;18,3683080
2020-04-15;Caldera;Atacama; 4,9930061; 0,128948038;18,1746611
2020-04-16;Caldera;Atacama; 5,0309074; 0,136447084;18,3483062
2020-04-17;Caldera;Atacama; 4,9314322; 0,125648124;18,0227015
2020-04-18;Caldera;Atacama; 4,9876506; 0,128041526;18,4083225
2020-04-19;Caldera;Atacama; 4,9412683; 0,123919384;18,2844602
2020-04-20;Caldera;Atacama; 5,0084463; 0,126232277;18,4640871
2020-04-21;Caldera;Atacama; 4,9643967; 0,131471258;18,2451319
2020-04-22;Caldera;Atacama; 4,9641837; 0,123127246;18,2921037
2020-04-23;Caldera;Atacama; 4,9793413; 0,140754166;18,2520100
2020-04-24;Caldera;Atacama; 5,0499702; 0,113745940;18,5197193
2020-04-25;Caldera;Atacama; 4,9363986; 0,124955909;18,5742707
2020-04-26;Caldera;Atacama; 4,9764499; 0,128253013;18,4253988
2020-04-27;Caldera;Atacama; 4,9908531; 0,127860376;18,5626343
2020-04-28;Caldera;Atacama; 4,9978832; 0,128886267;18,3011464
2020-04-29;Caldera;Atacama; 4,9428369; 0,116202955;18,2389170
2020-04-30;Caldera;Atacama; 4,9952315; 0,121530450;18,3307268
2020-05-01;Caldera;Atacama; 5,0453165; 0,123755539;18,6324062
2020-05-02;Caldera;Atacama; 9,9368111; 1,186758976;27,2240992
2020-05-03;Caldera;Atacama; 6,5431560; 0,714858070;19,7084676
2020-05-04;Caldera;Atacama; 4,2767455; 0,457204896;13,2663833
2020-05-05;Caldera;Atacama; 3,2163144; 0,356658805; 9,5519861
2020-05-06;Caldera;Atacama; 2,6612388; 0,311557601; 7,7321636
2020-05-07;Caldera;Atacama; 2,3268771; 0,273526486; 6,6927841
2020-05-08;Caldera;Atacama; 2,1486593; 0,247695681; 6,0347712
2020-05-09;Caldera;Atacama; 2,9808770; 0,603321046; 7,1956941
2020-05-10;Caldera;Atacama; 2,5838917; 0,515180891; 6,3144663
2020-05-11;Caldera;Atacama; 2,9161243; 0,758576849; 6,5868462
2020-05-12;Caldera;Atacama; 2,3997764; 0,621225883; 5,5277174
2020-05-13;Caldera;Atacama; 2,5285180; 0,787214621; 5,4714325
2020-05-14;Caldera;Atacama; 2,1218953; 0,653289094; 4,5423549
2020-05-15;Caldera;Atacama; 1,8074547; 0,564666360; 3,8134354
2020-05-16;Caldera;Atacama; 1,3020379; 0,352125744; 2,8931789
2020-05-17;Caldera;Atacama; 1,2527566; 0,346547067; 2,7645257
2020-05-18;Caldera;Atacama; 1,5532936; 0,498341531; 3,1967715
2020-05-19;Caldera;Atacama; 1,4886551; 0,489486797; 3,0651131
2020-05-20;Caldera;Atacama; 1,4122585; 0,461561687; 2,9064843
2020-05-21;Caldera;Atacama; 1,3614921; 0,436286825; 2,7905680
2020-05-22;Caldera;Atacama; 1,3155826; 0,429129854; 2,6937999
2020-05-23;Caldera;Atacama; 1,0268692; 0,286484383; 2,2374096
2020-05-24;Caldera;Atacama; 1,0491840; 0,284960605; 2,2953775
2020-05-25;Caldera;Atacama; 0,8148286; 0,167037174; 1,9784392
2020-05-26;Caldera;Atacama; 0,8738786; 0,181218407; 2,1017716
2020-05-27;Caldera;Atacama; 0,6293225; 0,075950737; 1,7634544
2020-05-28;Caldera;Atacama; 1,0648289; 0,213045646; 2,6476986
2020-05-29;Caldera;Atacama; 1,1499409; 0,236589937; 2,8251770
2020-05-30;Caldera;Atacama; 1,1926112; 0,246633611; 2,8915140
2020-05-31;Caldera;Atacama; 1,2223971; 0,252340338; 2,9463081
2020-06-01;Caldera;Atacama; 1,2592674; 0,254864117; 3,0501933
2020-06-02;Caldera;Atacama; 1,2859013; 0,270525588; 3,0881521
2020-06-03;Caldera;Atacama; 1,2923741; 0,258773651; 3,1351569
2020-06-04;Caldera;Atacama; 1,7504053; 0,480602753; 3,8746346
2020-06-05;Caldera;Atacama; 2,0888295; 0,677056834; 4,2608808
2020-06-06;Caldera;Atacama; 1,8690057; 0,590087329; 3,8567263
2020-06-07;Caldera;Atacama; 1,6852490; 0,538059543; 3,5229503
2020-06-08;Caldera;Atacama; 1,8518244; 0,663063322; 3,6766321
2020-06-09;Caldera;Atacama; 1,6856062; 0,605381380; 3,3424336
2020-06-10;Caldera;Atacama; 1,7871815; 0,706082149; 3,3877935
2020-06-11;Caldera;Atacama; 1,6178974; 0,635788106; 3,0818416
2020-06-12;Caldera;Atacama; 1,6963812; 0,710615982; 3,1002473
2020-06-13;Caldera;Atacama; 1,5466083; 0,649195511; 2,8253384
2020-06-14;Caldera;Atacama; 1,4295653; 0,614319724; 2,6206994
2020-06-15;Caldera;Atacama; 1,3417785; 0,575553028; 2,4504194
2020-06-16;Caldera;Atacama; 1,4430058; 0,656200132; 2,5314061
2020-06-17;Caldera;Atacama; 1,5201693; 0,727192181; 2,6021970
2020-06-18;Caldera;Atacama; 1,4172920; 0,667700142; 2,4360989
2020-06-19;Caldera;Atacama; 1,3324540; 0,636761110; 2,2762628
2020-06-20;Caldera;Atacama; 1,2692409; 0,606964313; 2,1746183
2020-06-21;Caldera;Atacama; 1,3429719; 0,665965017; 2,2471855
2020-06-22;Caldera;Atacama; 1,2888117; 0,637066617; 2,1662034
2020-06-23;Caldera;Atacama; 1,2355117; 0,607856858; 2,0782982
2020-06-24;Caldera;Atacama; 1,1957380; 0,593934632; 1,9914414
2020-06-25;Caldera;Atacama; 1,2735491; 0,657062191; 2,0721721
2020-06-26;Caldera;Atacama; 1,2373694; 0,645642468; 2,0243522
2020-06-27;Caldera;Atacama; 1,2923379; 0,685891946; 2,0977486
2020-06-28;Caldera;Atacama; 1,3444608; 0,738044456; 2,1429896
2020-06-29;Caldera;Atacama; 1,5592467; 0,911345189; 2,3951938
2020-06-30;Caldera;Atacama; 1,6123477; 0,955101867; 2,4520583
2020-07-01;Caldera;Atacama; 1,9328809; 1,212952571; 2,8326898
2020-07-02;Caldera;Atacama; 1,6957251; 1,041591699; 2,5417712
2020-07-03;Caldera;Atacama; 1,5009377; 0,929659226; 2,2511333
2020-07-04;Caldera;Atacama; 1,4757554; 0,933837405; 2,1582117
2020-07-05;Caldera;Atacama; 1,4088354; 0,911048613; 2,0405839
2020-07-06;Caldera;Atacama; 1,2623461; 0,808663977; 1,8198610
2020-07-07;Caldera;Atacama; 1,1959083; 0,778710366; 1,7066530
2020-07-08;Caldera;Atacama; 1,1099873; 0,719013167; 1,5834055
2020-07-09;Caldera;Atacama; 1,0449413; 0,676087986; 1,4924450
2020-07-10;Caldera;Atacama; 1,0380614; 0,667528292; 1,4873307
2020-07-11;Caldera;Atacama; 1,0336853; 0,670757825; 1,4689976
2020-07-12;Caldera;Atacama; 1,0321986; 0,666805263; 1,4790872
2020-07-13;Caldera;Atacama; 0,9101562; 0,568407716; 1,3244592
2020-07-14;Caldera;Atacama; 0,8409404; 0,512502197; 1,2464006
2020-07-15;Caldera;Atacama; 0,6076240; 0,330443443; 0,9751278
2020-07-16;Caldera;Atacama; 0,6104347; 0,324058298; 1,0062216
2020-07-17;Caldera;Atacama; 0,6172871; 0,313304582; 1,0390659
2020-07-18;Caldera;Atacama; 0,7332164; 0,377644737; 1,2366068
2020-07-19;Caldera;Atacama; 0,7915939; 0,408497011; 1,3041172
2020-07-20;Caldera;Atacama; 0,9060493; 0,489269947; 1,4665124
2020-07-21;Caldera;Atacama; 1,1416647; 0,658898129; 1,7695568
2020-07-22;Caldera;Atacama; 1,2741136; 0,771216992; 1,9205388
2020-07-23;Caldera;Atacama; 1,3660693; 0,837385495; 2,0257550
2020-07-24;Caldera;Atacama; 1,4222421; 0,891444186; 2,0826153
2020-07-25;Caldera;Atacama; 1,3960882; 0,876558873; 2,0363593
2020-07-26;Caldera;Atacama; 1,5237089; 0,998768102; 2,1701475
2020-07-27;Caldera;Atacama; 1,3572389; 0,875219121; 1,9790918
2020-07-28;Caldera;Atacama; 1,2659175; 0,821507538; 1,8245942
2020-07-29;Caldera;Atacama; 1,2046611; 0,781739007; 1,7133403
2020-07-30;Caldera;Atacama; 1,2032003; 0,792864445; 1,7031805
2020-07-31;Caldera;Atacama; 1,2055574; 0,801933027; 1,6880405
2020-08-01;Caldera;Atacama; 1,1254893; 0,741913217; 1,5860474
2020-08-02;Caldera;Atacama; 1,0981143; 0,728177754; 1,5500406
2020-08-03;Caldera;Atacama; 1,1593736; 0,777611345; 1,6154462
2020-08-04;Caldera;Atacama; 1,0949749; 0,731624960; 1,5368367
2020-08-05;Caldera;Atacama; 1,3010638; 0,901820443; 1,7633635
2020-08-06;Caldera;Atacama; 1,2508019; 0,862762135; 1,7105893
2020-08-07;Caldera;Atacama; 1,2670536; 0,884985398; 1,7199364
2020-03-29;Calera;Valparaíso; 2,5309233; 0,754336221; 5,5920955
2020-03-30;Calera;Valparaíso; 2,8812341; 1,078499954; 5,7836186
2020-03-31;Calera;Valparaíso; 2,3158359; 0,857054654; 4,6207122
2020-04-01;Calera;Valparaíso; 1,8919131; 0,720069879; 3,7738863
2020-04-02;Calera;Valparaíso; 1,8907736; 0,787739832; 3,5710869
2020-04-03;Calera;Valparaíso; 1,6653776; 0,698668561; 3,0948255
2020-04-04;Calera;Valparaíso; 1,3130756; 0,517706424; 2,5086919
2020-04-05;Calera;Valparaíso; 1,2450481; 0,497986727; 2,3391038
2020-04-06;Calera;Valparaíso; 1,2049847; 0,486614623; 2,2596235
2020-04-07;Calera;Valparaíso; 1,3571541; 0,578698350; 2,4577063
2020-04-08;Calera;Valparaíso; 1,3096992; 0,563373213; 2,3695206
2020-04-09;Calera;Valparaíso; 1,2583702; 0,539416354; 2,2811624
2020-04-10;Calera;Valparaíso; 1,0734539; 0,432230194; 2,0085942
2020-04-11;Calera;Valparaíso; 0,9140062; 0,339076993; 1,7745469
2020-04-12;Calera;Valparaíso; 0,9449480; 0,346506197; 1,8495763
2020-04-13;Calera;Valparaíso; 0,6550858; 0,174510802; 1,4377985
2020-04-14;Calera;Valparaíso; 0,8885241; 0,283609668; 1,8482297
2020-04-15;Calera;Valparaíso; 1,1412155; 0,412231451; 2,2488343
2020-04-16;Calera;Valparaíso; 1,1621100; 0,428553759; 2,2606841
2020-04-17;Calera;Valparaíso; 1,3585582; 0,548851731; 2,5596614
2020-04-18;Calera;Valparaíso; 1,5141133; 0,653744261; 2,7415965
2020-04-19;Calera;Valparaíso; 1,8006544; 0,854150703; 3,0919293
2020-04-20;Calera;Valparaíso; 1,6351576; 0,761868936; 2,8605679
2020-04-21;Calera;Valparaíso; 1,6311710; 0,795072580; 2,8033345
2020-04-22;Calera;Valparaíso; 1,6276237; 0,823116655; 2,7286489
2020-04-23;Calera;Valparaíso; 1,6019867; 0,830871875; 2,6503020
2020-04-24;Calera;Valparaíso; 1,5755836; 0,841655001; 2,5710659
2020-04-25;Calera;Valparaíso; 1,4417521; 0,772333928; 2,3410095
2020-04-26;Calera;Valparaíso; 1,3397426; 0,720895153; 2,1747874
2020-04-27;Calera;Valparaíso; 1,2627744; 0,683020902; 2,0189308
2020-04-28;Calera;Valparaíso; 1,1226394; 0,596619592; 1,8167906
2020-04-29;Calera;Valparaíso; 1,0172958; 0,528563392; 1,6795710
2020-04-30;Calera;Valparaíso; 0,9327023; 0,470272610; 1,5607675
2020-05-01;Calera;Valparaíso; 0,8645681; 0,416189155; 1,4712187
2020-05-02;Calera;Valparaíso; 0,8032885; 0,363878343; 1,4182799
2020-05-03;Calera;Valparaíso; 0,6587080; 0,261780467; 1,2395511
2020-05-04;Calera;Valparaíso; 0,7121896; 0,283365384; 1,3512517
2020-05-05;Calera;Valparaíso; 0,5539395; 0,176624459; 1,1435008
2020-05-06;Calera;Valparaíso; 0,3685639; 0,074108836; 0,8963374
2020-05-07;Calera;Valparaíso; 0,2878301; 0,033717996; 0,8260247
2020-05-08;Calera;Valparaíso; 0,1746835; 0,004291607; 0,6683569
2020-05-09;Calera;Valparaíso; 0,4477893; 0,048826114; 1,3468124
2020-05-10;Calera;Valparaíso; 0,8144919; 0,154311716; 2,1128028
2020-05-11;Calera;Valparaíso; 1,2020668; 0,312608816; 2,7548921
2020-05-12;Calera;Valparaíso; 1,5765486; 0,500441194; 3,2866180
2020-05-13;Calera;Valparaíso; 1,8473699; 0,661944105; 3,6793007
2020-05-14;Calera;Valparaíso; 1,7054978; 0,600346131; 3,4311698
2020-05-15;Calera;Valparaíso; 1,8261190; 0,705919683; 3,5392212
2020-05-16;Calera;Valparaíso; 1,8912163; 0,794954658; 3,5396074
2020-05-17;Calera;Valparaíso; 1,8935332; 0,825082392; 3,4577728
2020-05-18;Calera;Valparaíso; 1,8588869; 0,854515336; 3,3144731
2020-05-19;Calera;Valparaíso; 1,8044714; 0,863868386; 3,1294590
2020-05-20;Calera;Valparaíso; 1,8894234; 0,971738188; 3,1469630
2020-05-21;Calera;Valparaíso; 1,9174991; 1,029338444; 3,1547155
2020-05-22;Calera;Valparaíso; 2,0100312; 1,128225992; 3,2056995
2020-05-23;Calera;Valparaíso; 1,7329578; 0,960418791; 2,7871075
2020-05-24;Calera;Valparaíso; 1,5211148; 0,858121551; 2,4121184
2020-05-25;Calera;Valparaíso; 1,3841360; 0,792797313; 2,1662509
2020-05-26;Calera;Valparaíso; 1,4309524; 0,857172983; 2,1628182
2020-05-27;Calera;Valparaíso; 1,4014474; 0,857373835; 2,1010011
2020-05-28;Calera;Valparaíso; 1,4345127; 0,895520003; 2,1121738
2020-05-29;Calera;Valparaíso; 1,3972892; 0,876897256; 2,0467420
2020-05-30;Calera;Valparaíso; 1,5206475; 0,994401118; 2,1627639
2020-05-31;Calera;Valparaíso; 1,5080073; 0,996265549; 2,1416428
2020-06-01;Calera;Valparaíso; 1,5733703; 1,053294439; 2,1955471
2020-06-02;Calera;Valparaíso; 1,6001859; 1,095476992; 2,2169517
2020-06-03;Calera;Valparaíso; 1,4902543; 1,012680212; 2,0702281
2020-06-04;Calera;Valparaíso; 1,4671644; 1,017520263; 2,0085702
2020-06-05;Calera;Valparaíso; 1,4169218; 0,994489932; 1,9410315
2020-06-06;Calera;Valparaíso; 1,4010879; 0,998245280; 1,8813246
2020-06-07;Calera;Valparaíso; 1,3890272; 1,006281704; 1,8404574
2020-06-08;Calera;Valparaíso; 1,3732301; 1,005963168; 1,8059595
2020-06-09;Calera;Valparaíso; 1,3087553; 0,959492181; 1,7235767
2020-06-10;Calera;Valparaíso; 1,2787313; 0,949502563; 1,6702105
2020-06-11;Calera;Valparaíso; 1,2792043; 0,958242464; 1,6499429
2020-06-12;Calera;Valparaíso; 1,2781035; 0,965306127; 1,6343574
2020-06-13;Calera;Valparaíso; 1,3522773; 1,035387472; 1,7115463
2020-06-14;Calera;Valparaíso; 1,3669336; 1,051967429; 1,7238882
2020-06-15;Calera;Valparaíso; 1,3525073; 1,042507622; 1,7072298
2020-06-16;Calera;Valparaíso; 1,2856892; 0,989042345; 1,6229457
2020-06-17;Calera;Valparaíso; 1,5546942; 1,239962840; 1,9124295
2020-06-18;Calera;Valparaíso; 1,4463109; 1,127667160; 1,8096906
2020-06-19;Calera;Valparaíso; 1,3563614; 1,060267890; 1,6989449
2020-06-20;Calera;Valparaíso; 1,3620254; 1,083544265; 1,6871988
2020-06-21;Calera;Valparaíso; 1,3786319; 1,105523531; 1,6941657
2020-06-22;Calera;Valparaíso; 1,4036973; 1,133696605; 1,7132614
2020-06-23;Calera;Valparaíso; 1,3973192; 1,133429584; 1,7010413
2020-06-24;Calera;Valparaíso; 1,3546654; 1,103045068; 1,6438859
2020-06-25;Calera;Valparaíso; 1,3103046; 1,069897650; 1,5835970
2020-06-26;Calera;Valparaíso; 1,2739468; 1,051189302; 1,5275696
2020-06-27;Calera;Valparaíso; 1,1839610; 0,978537758; 1,4152781
2020-06-28;Calera;Valparaíso; 1,1364785; 0,948599463; 1,3464114
2020-06-29;Calera;Valparaíso; 1,1679616; 0,987904538; 1,3711703
2020-06-30;Calera;Valparaíso; 1,2026645; 1,020720966; 1,4003806
2020-07-01;Calera;Valparaíso; 1,1253728; 0,949802944; 1,3129286
2020-07-02;Calera;Valparaíso; 1,1142496; 0,945696377; 1,2952070
2020-07-03;Calera;Valparaíso; 1,1214322; 0,955886486; 1,3010831
2020-07-04;Calera;Valparaíso; 1,1097526; 0,949206701; 1,2855619
2020-07-05;Calera;Valparaíso; 1,0855266; 0,926613429; 1,2538105
2020-07-06;Calera;Valparaíso; 1,0422988; 0,890378944; 1,2063610
2020-07-07;Calera;Valparaíso; 1,0307090; 0,881171016; 1,1923882
2020-07-08;Calera;Valparaíso; 1,0242659; 0,875626245; 1,1819866
2020-07-09;Calera;Valparaíso; 1,0366303; 0,891215137; 1,1941844
2020-07-10;Calera;Valparaíso; 1,0663385; 0,915771351; 1,2261894
2020-07-11;Calera;Valparaíso; 1,1190411; 0,966483969; 1,2833003
2020-07-12;Calera;Valparaíso; 1,1944316; 1,035109051; 1,3653833
2020-07-13;Calera;Valparaíso; 1,1577064; 0,996702035; 1,3277244
2020-07-14;Calera;Valparaíso; 1,1070872; 0,952235361; 1,2750895
2020-07-15;Calera;Valparaíso; 1,0254452; 0,882196660; 1,1811918
2020-07-16;Calera;Valparaíso; 0,9879262; 0,851258096; 1,1349839
2020-07-17;Calera;Valparaíso; 1,0088045; 0,872458669; 1,1546086
2020-07-18;Calera;Valparaíso; 0,9504405; 0,818044689; 1,0946538
2020-07-19;Calera;Valparaíso; 0,9052948; 0,774868919; 1,0462644
2020-07-20;Calera;Valparaíso; 0,8786811; 0,746701724; 1,0216339
2020-07-21;Calera;Valparaíso; 0,9364868; 0,795578666; 1,0871098
2020-07-22;Calera;Valparaíso; 1,0507778; 0,903132539; 1,2104485
2020-07-23;Calera;Valparaíso; 1,1264610; 0,976638943; 1,2860988
2020-07-24;Calera;Valparaíso; 1,1346170; 0,983318780; 1,2970569
2020-07-25;Calera;Valparaíso; 1,0932019; 0,945109891; 1,2531656
2020-07-26;Calera;Valparaíso; 0,9899547; 0,850620321; 1,1404215
2020-07-27;Calera;Valparaíso; 0,9441661; 0,813188248; 1,0869332
2020-07-28;Calera;Valparaíso; 0,9309835; 0,799069497; 1,0723484
2020-07-29;Calera;Valparaíso; 0,9321025; 0,798996639; 1,0768678
2020-07-30;Calera;Valparaíso; 0,9862689; 0,848964274; 1,1373291
2020-07-31;Calera;Valparaíso; 0,9618631; 0,825485091; 1,1087162
2020-08-01;Calera;Valparaíso; 1,0067544; 0,866955045; 1,1558557
2020-08-02;Calera;Valparaíso; 1,0472193; 0,903421847; 1,2015162
2020-08-03;Calera;Valparaíso; 1,0580352; 0,914710004; 1,2111309
2020-08-04;Calera;Valparaíso; 1,0215571; 0,881112598; 1,1710917
2020-08-05;Calera;Valparaíso; 0,9260965; 0,795095910; 1,0690237
2020-08-06;Calera;Valparaíso; 0,8967900; 0,764648713; 1,0370381
2020-08-07;Calera;Valparaíso; 0,8925154; 0,759092619; 1,0360985
2020-03-29;Calera de Tango;Metropolitana; 1,9652806; 0,691454291; 3,9532958
2020-03-30;Calera de Tango;Metropolitana; 1,7208609; 0,612593307; 3,4274140
2020-03-31;Calera de Tango;Metropolitana; 1,8105664; 0,702874816; 3,4672335
2020-04-01;Calera de Tango;Metropolitana; 1,6357590; 0,649488721; 3,0966430
2020-04-02;Calera de Tango;Metropolitana; 1,4939535; 0,589893643; 2,8171694
2020-04-03;Calera de Tango;Metropolitana; 1,3885261; 0,548341599; 2,6058677
2020-04-04;Calera de Tango;Metropolitana; 1,1330828; 0,420171910; 2,2091008
2020-04-05;Calera de Tango;Metropolitana; 1,1175406; 0,407602236; 2,1934408
2020-04-06;Calera de Tango;Metropolitana; 1,1145191; 0,403968929; 2,1715076
2020-04-07;Calera de Tango;Metropolitana; 0,9318909; 0,303971053; 1,9106527
2020-04-08;Calera de Tango;Metropolitana; 1,1594916; 0,426589678; 2,2635371
2020-04-09;Calera de Tango;Metropolitana; 1,1739936; 0,428443652; 2,2944716
2020-04-10;Calera de Tango;Metropolitana; 0,9721468; 0,311196624; 1,9888073
2020-04-11;Calera de Tango;Metropolitana; 0,9963300; 0,320835094; 2,0323357
2020-04-12;Calera de Tango;Metropolitana; 1,0308383; 0,333161962; 2,1229180
2020-04-13;Calera de Tango;Metropolitana; 1,0609039; 0,341645888; 2,1842696
2020-04-14;Calera de Tango;Metropolitana; 0,8724254; 0,232979154; 1,9104179
2020-04-15;Calera de Tango;Metropolitana; 0,9163296; 0,245336628; 2,0332727
2020-04-16;Calera de Tango;Metropolitana; 1,2110354; 0,392383910; 2,4916695
2020-04-17;Calera de Tango;Metropolitana; 1,2283593; 0,395208644; 2,5205848
2020-04-18;Calera de Tango;Metropolitana; 1,4698893; 0,538445547; 2,8769767
2020-04-19;Calera de Tango;Metropolitana; 1,6568183; 0,673798057; 3,0774490
2020-04-20;Calera de Tango;Metropolitana; 1,7697251; 0,753229824; 3,1872875
2020-04-21;Calera de Tango;Metropolitana; 1,6082464; 0,672898699; 2,9548652
2020-04-22;Calera de Tango;Metropolitana; 1,2854491; 0,506375344; 2,4499783
2020-04-23;Calera de Tango;Metropolitana; 1,4075625; 0,610924985; 2,5632232
2020-04-24;Calera de Tango;Metropolitana; 1,3441930; 0,571617004; 2,4581838
2020-04-25;Calera de Tango;Metropolitana; 1,1225385; 0,448190532; 2,1201338
2020-04-26;Calera de Tango;Metropolitana; 1,1073061; 0,444567305; 2,0844273
2020-04-27;Calera de Tango;Metropolitana; 0,9513917; 0,342574203; 1,8546845
2020-04-28;Calera de Tango;Metropolitana; 0,9686101; 0,355761767; 1,8823957
2020-04-29;Calera de Tango;Metropolitana; 1,1709677; 0,478978614; 2,2028932
2020-04-30;Calera de Tango;Metropolitana; 1,0099486; 0,368636983; 1,9791264
2020-05-01;Calera de Tango;Metropolitana; 1,2001147; 0,483201312; 2,2453855
