date;comuna;region;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-07-23;Alto Hospicio;Tarapacá; 0,9470250; 0,824041690; 1,0799532
2020-07-24;Alto Hospicio;Tarapacá; 0,9859273; 0,858061842; 1,1207998
2020-07-25;Alto Hospicio;Tarapacá; 0,9610964; 0,835676275; 1,0944187
2020-07-26;Alto Hospicio;Tarapacá; 0,9085583; 0,788033018; 1,0389609
2020-07-27;Alto Hospicio;Tarapacá; 0,9910207; 0,862065496; 1,1291289
2020-07-28;Alto Hospicio;Tarapacá; 1,2650181; 1,120871632; 1,4179486
2020-07-29;Alto Hospicio;Tarapacá; 1,2554885; 1,097059929; 1,4190767
2020-07-30;Alto Hospicio;Tarapacá; 1,2468437; 1,077183819; 1,4237919
2020-07-31;Alto Hospicio;Tarapacá; 1,1574508; 0,997662709; 1,3304144
2020-08-01;Alto Hospicio;Tarapacá; 1,1176956; 0,971772514; 1,2778023
2020-08-02;Alto Hospicio;Tarapacá; 1,1154761; 0,979078088; 1,2632780
2020-08-03;Alto Hospicio;Tarapacá; 1,0648101; 0,935983377; 1,2035343
2020-08-04;Alto Hospicio;Tarapacá; 1,0761552; 0,951386876; 1,2084623
2020-08-05;Alto Hospicio;Tarapacá; 1,1234773; 0,997500906; 1,2578765
2020-08-06;Alto Hospicio;Tarapacá; 1,0897079; 0,964038746; 1,2214085
2020-08-07;Alto Hospicio;Tarapacá; 1,0834188; 0,961341471; 1,2126108
2020-03-29;Ancud;Los Lagos; 4,9927480; 0,127345913;18,4355622
2020-03-30;Ancud;Los Lagos; 5,0345230; 0,119971808;18,5471475
2020-03-31;Ancud;Los Lagos; 5,0264600; 0,128544591;18,4184257
2020-04-01;Ancud;Los Lagos; 4,9876959; 0,124967048;18,2785965
2020-04-02;Ancud;Los Lagos; 5,0219021; 0,122280587;18,7511749
2020-04-03;Ancud;Los Lagos; 4,9117225; 0,117928213;18,1731416
2020-04-04;Ancud;Los Lagos; 4,9556831; 0,126942972;18,2212846
2020-04-05;Ancud;Los Lagos; 5,0419623; 0,124998817;18,4327393
2020-04-06;Ancud;Los Lagos; 4,9988083; 0,129103678;18,2698055
2020-04-07;Ancud;Los Lagos; 4,9870440; 0,121240476;18,4140394
2020-04-08;Ancud;Los Lagos;14,9872503; 3,123683657;35,9250246
2020-04-09;Ancud;Los Lagos;10,3269455; 1,878641989;28,2733064
2020-04-10;Ancud;Los Lagos; 5,1138212; 0,981213251;15,0774101
2020-04-11;Ancud;Los Lagos; 3,1275156; 0,717307817; 8,3368887
2020-04-12;Ancud;Los Lagos; 2,3336657; 0,584073233; 5,7219863
2020-04-13;Ancud;Los Lagos; 1,9459701; 0,510572883; 4,4764745
2020-04-14;Ancud;Los Lagos; 1,7157118; 0,466011740; 3,8286275
2020-04-15;Ancud;Los Lagos; 1,5866303; 0,427829388; 3,5138398
2020-04-16;Ancud;Los Lagos; 1,4887458; 0,407065563; 3,2806745
2020-04-17;Ancud;Los Lagos; 1,4170594; 0,393879309; 3,1184050
2020-04-18;Ancud;Los Lagos; 2,0648586; 0,763280428; 4,0187140
2020-04-19;Ancud;Los Lagos; 2,4696054; 1,041784552; 4,5249526
2020-04-20;Ancud;Los Lagos; 2,3420467; 1,024465754; 4,3226075
2020-04-21;Ancud;Los Lagos; 1,9428284; 0,837131575; 3,5971502
2020-04-22;Ancud;Los Lagos; 1,2984918; 0,507650600; 2,5256658
2020-04-23;Ancud;Los Lagos; 1,2104695; 0,480936451; 2,2829372
2020-04-24;Ancud;Los Lagos; 1,1865290; 0,468274436; 2,2302154
2020-04-25;Ancud;Los Lagos; 1,1718435; 0,472339610; 2,1862841
2020-04-26;Ancud;Los Lagos; 1,1548823; 0,459945633; 2,1493520
2020-04-27;Ancud;Los Lagos; 1,1482972; 0,462996599; 2,1578966
2020-04-28;Ancud;Los Lagos; 1,1383946; 0,453307506; 2,1200735
2020-04-29;Ancud;Los Lagos; 1,1392086; 0,454378511; 2,1201352
2020-04-30;Ancud;Los Lagos; 1,1362506; 0,455860603; 2,1238524
2020-05-01;Ancud;Los Lagos; 1,2959533; 0,559081198; 2,3503447
2020-05-02;Ancud;Los Lagos; 1,4292673; 0,651754078; 2,4993784
2020-05-03;Ancud;Los Lagos; 1,2092357; 0,524490251; 2,2040886
2020-05-04;Ancud;Los Lagos; 1,1753023; 0,507849522; 2,1214712
2020-05-05;Ancud;Los Lagos; 1,1592617; 0,495471626; 2,0872637
2020-05-06;Ancud;Los Lagos; 2,0077558; 1,099506811; 3,1795005
2020-05-07;Ancud;Los Lagos; 1,8040328; 0,953912451; 2,9246080
2020-05-08;Ancud;Los Lagos; 1,6964030; 0,913414260; 2,7486420
2020-05-09;Ancud;Los Lagos; 2,1173518; 1,260245274; 3,2477369
2020-05-10;Ancud;Los Lagos; 2,6137616; 1,623407217; 3,8857349
2020-05-11;Ancud;Los Lagos; 2,8011628; 1,707648400; 4,2198728
2020-05-12;Ancud;Los Lagos; 2,1812300; 1,277787094; 3,4388226
2020-05-13;Ancud;Los Lagos; 2,1624384; 1,389660718; 3,2924048
2020-05-14;Ancud;Los Lagos; 1,8305949; 1,185124258; 2,7113437
2020-05-15;Ancud;Los Lagos; 1,5960909; 1,076463826; 2,2863475
2020-05-16;Ancud;Los Lagos; 1,3922969; 0,974246916; 1,9271271
2020-05-17;Ancud;Los Lagos; 1,3057443; 0,936884865; 1,7545657
2020-05-18;Ancud;Los Lagos; 1,2521619; 0,921257854; 1,6543568
2020-05-19;Ancud;Los Lagos; 1,2151078; 0,898790542; 1,5925397
2020-05-20;Ancud;Los Lagos; 1,0990079; 0,805857829; 1,4381152
2020-05-21;Ancud;Los Lagos; 1,1989129; 0,901675632; 1,5403488
2020-05-22;Ancud;Los Lagos; 1,2670451; 0,966704212; 1,6093938
2020-05-23;Ancud;Los Lagos; 1,0925818; 0,819129566; 1,4059901
2020-05-24;Ancud;Los Lagos; 0,8906796; 0,650573497; 1,1725961
2020-05-25;Ancud;Los Lagos; 0,7045564; 0,492875919; 0,9504122
2020-05-26;Ancud;Los Lagos; 0,7424222; 0,511162350; 1,0199433
2020-05-27;Ancud;Los Lagos; 0,5900621; 0,382187510; 0,8477391
2020-05-28;Ancud;Los Lagos; 0,6398959; 0,407680279; 0,9358109
2020-05-29;Ancud;Los Lagos; 0,6469391; 0,403926130; 0,9597664
2020-05-30;Ancud;Los Lagos; 0,6454158; 0,396900353; 0,9655581
2020-05-31;Ancud;Los Lagos; 0,6408477; 0,384589253; 0,9778077
2020-06-01;Ancud;Los Lagos; 0,6285878; 0,365471558; 0,9710854
2020-06-02;Ancud;Los Lagos; 0,6519790; 0,374918143; 1,0170409
2020-06-03;Ancud;Los Lagos; 0,5922500; 0,321192414; 0,9522120
2020-06-04;Ancud;Los Lagos; 0,3454378; 0,145979444; 0,6364221
2020-06-05;Ancud;Los Lagos; 0,1507589; 0,030735193; 0,3708678
2020-06-06;Ancud;Los Lagos; 0,1851154; 0,037285594; 0,4728006
2020-06-07;Ancud;Los Lagos; 0,3047602; 0,075436246; 0,7274902
2020-06-08;Ancud;Los Lagos; 0,3711438; 0,094563887; 0,8795596
2020-06-09;Ancud;Los Lagos; 0,4373816; 0,111491457; 1,0189080
2020-06-10;Ancud;Los Lagos; 0,5102598; 0,131312981; 1,1745044
2020-06-11;Ancud;Los Lagos; 0,5947124; 0,150756492; 1,3604772
2020-06-12;Ancud;Los Lagos; 0,6770522; 0,178119450; 1,5451241
2020-06-13;Ancud;Los Lagos; 1,1372324; 0,398461138; 2,2861535
2020-06-14;Ancud;Los Lagos; 1,5738464; 0,670094536; 2,9120292
2020-06-15;Ancud;Los Lagos; 1,8904594; 0,874769405; 3,3685667
2020-06-16;Ancud;Los Lagos; 1,7066773; 0,764232604; 3,1018921
2020-06-17;Ancud;Los Lagos; 1,6837657; 0,788790398; 2,9795434
2020-06-18;Ancud;Los Lagos; 1,5313875; 0,736138688; 2,6838266
2020-06-19;Ancud;Los Lagos; 1,2699936; 0,591847826; 2,2366434
2020-06-20;Ancud;Los Lagos; 1,2080549; 0,574803916; 2,0986962
2020-06-21;Ancud;Los Lagos; 1,0531773; 0,482641313; 1,8465199
2020-06-22;Ancud;Los Lagos; 1,1646062; 0,555614187; 1,9867445
2020-06-23;Ancud;Los Lagos; 1,1523842; 0,550126259; 1,9619904
2020-06-24;Ancud;Los Lagos; 1,2519773; 0,629390810; 2,0988141
2020-06-25;Ancud;Los Lagos; 1,2242514; 0,612026497; 2,0708496
2020-06-26;Ancud;Los Lagos; 1,4038060; 0,745149980; 2,2714508
2020-06-27;Ancud;Los Lagos; 1,2347351; 0,637475935; 2,0377039
2020-06-28;Ancud;Los Lagos; 1,1868366; 0,612909058; 1,9398821
2020-06-29;Ancud;Los Lagos; 0,9675819; 0,463291080; 1,6588810
2020-06-30;Ancud;Los Lagos; 0,9756081; 0,472729203; 1,6571027
2020-07-01;Ancud;Los Lagos; 0,8911042; 0,406715242; 1,5626187
2020-07-02;Ancud;Los Lagos; 0,9177303; 0,419091369; 1,6094900
2020-07-03;Ancud;Los Lagos; 1,0621156; 0,502525696; 1,8220285
2020-07-04;Ancud;Los Lagos; 1,0754415; 0,521064774; 1,8497171
2020-07-05;Ancud;Los Lagos; 1,1852957; 0,587133554; 1,9900317
2020-07-06;Ancud;Los Lagos; 1,0698001; 0,516836970; 1,8294677
2020-07-07;Ancud;Los Lagos; 1,0650136; 0,519260199; 1,8067950
2020-07-08;Ancud;Los Lagos; 0,9665671; 0,440657442; 1,6991348
2020-07-09;Ancud;Los Lagos; 0,8686027; 0,375706578; 1,5704254
2020-07-10;Ancud;Los Lagos; 0,6775576; 0,247578520; 1,3253779
2020-07-11;Ancud;Los Lagos; 0,6084094; 0,193870695; 1,2739755
2020-07-12;Ancud;Los Lagos; 0,4065541; 0,083004759; 0,9825183
2020-07-13;Ancud;Los Lagos; 0,4687782; 0,091976142; 1,1638424
2020-07-14;Ancud;Los Lagos; 0,7312379; 0,194636718; 1,6784883
2020-07-15;Ancud;Los Lagos; 0,8173657; 0,211527552; 1,8435304
2020-07-16;Ancud;Los Lagos; 1,1010633; 0,347450910; 2,3142912
2020-07-17;Ancud;Los Lagos; 1,1467701; 0,372363445; 2,3603453
2020-07-18;Ancud;Los Lagos; 1,3945682; 0,510147215; 2,7396741
2020-07-19;Ancud;Los Lagos; 1,5968433; 0,637799150; 3,0204728
2020-07-20;Ancud;Los Lagos; 1,5022446; 0,585104896; 2,8294525
2020-07-21;Ancud;Los Lagos; 1,4148626; 0,550834119; 2,6859557
2020-07-22;Ancud;Los Lagos; 1,3377954; 0,527400610; 2,5144160
2020-07-23;Ancud;Los Lagos; 1,2924379; 0,505929077; 2,4198131
2020-07-24;Ancud;Los Lagos; 1,2493746; 0,492308237; 2,3207540
2020-07-25;Ancud;Los Lagos; 1,5659783; 0,704411544; 2,7484401
2020-07-26;Ancud;Los Lagos; 1,7956186; 0,884456596; 3,0270925
2020-07-27;Ancud;Los Lagos; 1,7715715; 0,892802947; 2,9697059
2020-07-28;Ancud;Los Lagos; 1,4504423; 0,694201999; 2,4845327
2020-07-29;Ancud;Los Lagos; 1,3321255; 0,657171099; 2,2789064
2020-07-30;Ancud;Los Lagos; 1,1518687; 0,543936181; 1,9966381
2020-07-31;Ancud;Los Lagos; 1,0094365; 0,456597612; 1,7756815
2020-08-01;Ancud;Los Lagos; 0,8993343; 0,379453753; 1,6204715
2020-08-02;Ancud;Los Lagos; 0,8099676; 0,329006566; 1,5105516
2020-08-03;Ancud;Los Lagos; 0,8565246; 0,347331798; 1,6026396
2020-08-04;Ancud;Los Lagos; 0,8993197; 0,362968009; 1,6894970
2020-08-05;Ancud;Los Lagos; 0,9409709; 0,370675303; 1,7703653
2020-08-06;Ancud;Los Lagos; 0,9765133; 0,388192392; 1,8232954
2020-08-07;Ancud;Los Lagos; 1,1483257; 0,494810847; 2,0768222
2020-03-29;Andacollo;Coquimbo; 5,0053946; 0,132908348;18,5482059
2020-03-30;Andacollo;Coquimbo; 5,0128119; 0,125722816;18,6715899
2020-03-31;Andacollo;Coquimbo; 5,0344153; 0,130826041;18,6576443
2020-04-01;Andacollo;Coquimbo; 4,9822163; 0,134528757;18,5113988
2020-04-02;Andacollo;Coquimbo; 5,0417367; 0,126497202;18,5433453
2020-04-03;Andacollo;Coquimbo; 5,0223724; 0,127666088;18,7591996
2020-04-04;Andacollo;Coquimbo; 4,9546709; 0,117930677;18,2353303
2020-04-05;Andacollo;Coquimbo; 4,9721101; 0,131324201;18,5000309
2020-04-06;Andacollo;Coquimbo; 5,0279765; 0,132377804;18,5433111
2020-04-07;Andacollo;Coquimbo; 4,9943484; 0,125889990;18,1215932
2020-04-08;Andacollo;Coquimbo; 4,9635960; 0,130484907;18,1992731
2020-04-09;Andacollo;Coquimbo; 5,0270433; 0,124266883;18,8233546
2020-04-10;Andacollo;Coquimbo; 4,9742003; 0,118920249;18,4188830
2020-04-11;Andacollo;Coquimbo; 5,0313926; 0,128114847;18,6238507
2020-04-12;Andacollo;Coquimbo; 5,0016864; 0,124914389;18,4850256
2020-04-13;Andacollo;Coquimbo; 5,0488902; 0,132221907;18,6275582
2020-04-14;Andacollo;Coquimbo; 4,9620527; 0,120558259;18,1712720
2020-04-15;Andacollo;Coquimbo; 4,9949976; 0,117214556;18,5538684
2020-04-16;Andacollo;Coquimbo; 4,9468685; 0,125124915;18,2687724
2020-04-17;Andacollo;Coquimbo; 4,9603537; 0,130630876;18,3537642
2020-04-18;Andacollo;Coquimbo; 5,0130809; 0,119834183;18,2102109
2020-04-19;Andacollo;Coquimbo; 4,9983441; 0,123242554;18,3704509
2020-04-20;Andacollo;Coquimbo; 5,0259392; 0,133558165;18,5547932
2020-04-21;Andacollo;Coquimbo; 4,9889284; 0,137709773;18,1263216
2020-04-22;Andacollo;Coquimbo; 4,9973315; 0,122996403;18,3605748
2020-04-23;Andacollo;Coquimbo; 5,0137286; 0,130786068;18,4801114
2020-04-24;Andacollo;Coquimbo; 5,0680205; 0,124982771;18,4794939
2020-04-25;Andacollo;Coquimbo; 5,0268350; 0,125043946;18,3454381
2020-04-26;Andacollo;Coquimbo; 4,9834451; 0,125441148;18,5265963
2020-04-27;Andacollo;Coquimbo; 5,0198593; 0,130465697;18,3137465
2020-04-28;Andacollo;Coquimbo; 4,9652885; 0,121905137;18,2521793
2020-04-29;Andacollo;Coquimbo; 5,0178065; 0,122087128;18,3580885
2020-04-30;Andacollo;Coquimbo; 4,9751241; 0,117025748;18,3357205
2020-05-01;Andacollo;Coquimbo; 5,0070839; 0,127773166;18,3320318
2020-05-02;Andacollo;Coquimbo; 5,0077604; 0,126991264;18,4407473
2020-05-03;Andacollo;Coquimbo;15,0408457; 3,096593013;36,3045988
2020-05-04;Andacollo;Coquimbo; 7,8453991; 1,139811315;22,7652644
2020-05-05;Andacollo;Coquimbo; 4,3042897; 0,686557400;13,0911212
2020-05-06;Andacollo;Coquimbo; 2,9748894; 0,549214632; 8,2345514
2020-05-07;Andacollo;Coquimbo; 2,3444477; 0,456408718; 6,1278898
2020-05-08;Andacollo;Coquimbo; 2,6622096; 0,693320167; 6,0352134
2020-05-09;Andacollo;Coquimbo; 2,2482920; 0,593000357; 5,1415027
2020-05-10;Andacollo;Coquimbo; 1,9382295; 0,510201707; 4,4277445
2020-05-11;Andacollo;Coquimbo; 1,7155191; 0,452613917; 3,8730044
2020-05-12;Andacollo;Coquimbo; 1,5818292; 0,431070883; 3,4351045
2020-05-13;Andacollo;Coquimbo; 1,4878692; 0,407403322; 3,2846967
2020-05-14;Andacollo;Coquimbo; 1,4344698; 0,393793956; 3,1676858
2020-05-15;Andacollo;Coquimbo; 1,3798155; 0,378732053; 3,0362472
2020-05-16;Andacollo;Coquimbo; 1,3451874; 0,370503975; 2,9371231
2020-05-17;Andacollo;Coquimbo; 0,6642728; 0,082213880; 1,8374327
2020-05-18;Andacollo;Coquimbo; 0,7213403; 0,085441429; 2,0350113
2020-05-19;Andacollo;Coquimbo; 0,8177512; 0,099688565; 2,3101541
2020-05-20;Andacollo;Coquimbo; 1,3795948; 0,280485944; 3,4484001
2020-05-21;Andacollo;Coquimbo; 1,4089661; 0,287785853; 3,4462974
2020-05-22;Andacollo;Coquimbo; 0,9446915; 0,107863656; 2,6221222
2020-05-23;Andacollo;Coquimbo; 1,0130019; 0,129198503; 2,8474199
2020-05-24;Andacollo;Coquimbo; 1,1089071; 0,130173643; 3,1308103
2020-05-25;Andacollo;Coquimbo; 1,1786478; 0,141833151; 3,3176739
2020-05-26;Andacollo;Coquimbo; 2,5336674; 0,685551822; 5,6173456
2020-05-27;Andacollo;Coquimbo; 3,9889271; 1,561400604; 7,5529895
2020-05-28;Andacollo;Coquimbo; 3,4301285; 1,275250843; 6,8488808
2020-05-29;Andacollo;Coquimbo; 3,5072885; 1,451735019; 6,8899609
2020-05-30;Andacollo;Coquimbo; 2,5826571; 1,071913110; 5,2160230
2020-05-31;Andacollo;Coquimbo; 2,0137087; 0,887300528; 3,8652847
2020-06-01;Andacollo;Coquimbo; 1,6878296; 0,779624120; 3,0483010
2020-06-02;Andacollo;Coquimbo; 1,4918953; 0,712606905; 2,6228096
2020-06-03;Andacollo;Coquimbo; 1,3682228; 0,666615209; 2,3262283
2020-06-04;Andacollo;Coquimbo; 1,4091656; 0,716559557; 2,3390400
2020-06-05;Andacollo;Coquimbo; 1,5479542; 0,837055952; 2,4928168
2020-06-06;Andacollo;Coquimbo; 1,4331902; 0,764863374; 2,3028629
2020-06-07;Andacollo;Coquimbo; 1,4265425; 0,780946677; 2,2710122
2020-06-08;Andacollo;Coquimbo; 1,4242697; 0,808146870; 2,2314553
2020-06-09;Andacollo;Coquimbo; 1,2518844; 0,691323402; 1,9740395
2020-06-10;Andacollo;Coquimbo; 1,1165006; 0,610136402; 1,7840795
2020-06-11;Andacollo;Coquimbo; 1,0923383; 0,595893432; 1,7392184
2020-06-12;Andacollo;Coquimbo; 1,0061938; 0,538866672; 1,6276929
2020-06-13;Andacollo;Coquimbo; 1,0099199; 0,534065878; 1,6253077
2020-06-14;Andacollo;Coquimbo; 1,0172720; 0,537084112; 1,6476598
2020-06-15;Andacollo;Coquimbo; 1,0285516; 0,550829619; 1,6563240
2020-06-16;Andacollo;Coquimbo; 1,0342619; 0,549341112; 1,6660236
2020-06-17;Andacollo;Coquimbo; 1,0439038; 0,557976439; 1,6772689
2020-06-18;Andacollo;Coquimbo; 0,9695800; 0,499815951; 1,5950157
2020-06-19;Andacollo;Coquimbo; 0,8191018; 0,387339599; 1,4016233
2020-06-20;Andacollo;Coquimbo; 0,9348916; 0,465518571; 1,5575336
2020-06-21;Andacollo;Coquimbo; 1,0541042; 0,540858233; 1,7430144
2020-06-22;Andacollo;Coquimbo; 1,0676752; 0,548923616; 1,7519414
2020-06-23;Andacollo;Coquimbo; 1,0704482; 0,550931468; 1,7643120
2020-06-24;Andacollo;Coquimbo; 0,9835889; 0,488930486; 1,6399533
2020-06-25;Andacollo;Coquimbo; 1,0883655; 0,567656125; 1,7877932
2020-06-26;Andacollo;Coquimbo; 1,0001579; 0,499740105; 1,6809069
2020-06-27;Andacollo;Coquimbo; 1,1012483; 0,576434341; 1,8010529
2020-06-28;Andacollo;Coquimbo; 1,1990043; 0,637610443; 1,9267723
2020-06-29;Andacollo;Coquimbo; 1,1710671; 0,621120123; 1,9001061
2020-06-30;Andacollo;Coquimbo; 1,2381303; 0,682188156; 1,9663079
2020-07-01;Andacollo;Coquimbo; 1,1215293; 0,599747218; 1,8168211
2020-07-02;Andacollo;Coquimbo; 1,1011197; 0,586997046; 1,7792786
2020-07-03;Andacollo;Coquimbo; 1,0958545; 0,586063626; 1,7486912
2020-07-04;Andacollo;Coquimbo; 1,0837102; 0,581217668; 1,7528472
2020-07-05;Andacollo;Coquimbo; 0,9972241; 0,511867415; 1,6351158
2020-07-06;Andacollo;Coquimbo; 0,9184875; 0,463975355; 1,5278505
2020-07-07;Andacollo;Coquimbo; 0,8582407; 0,412964455; 1,4710112
2020-07-08;Andacollo;Coquimbo; 0,8030217; 0,368631809; 1,4146407
2020-07-09;Andacollo;Coquimbo; 0,6555296; 0,259363846; 1,2370535
2020-07-10;Andacollo;Coquimbo; 0,7128381; 0,283773592; 1,3544233
2020-07-11;Andacollo;Coquimbo; 0,6633215; 0,241804250; 1,3136214
2020-07-12;Andacollo;Coquimbo; 0,6043505; 0,195023817; 1,2526203
2020-07-13;Andacollo;Coquimbo; 0,8083152; 0,288741255; 1,6275847
2020-07-14;Andacollo;Coquimbo; 0,7252445; 0,233694598; 1,5159127
2020-07-15;Andacollo;Coquimbo; 0,9406573; 0,333950502; 1,8576230
2020-07-16;Andacollo;Coquimbo; 1,1615053; 0,461841589; 2,1865756
2020-07-17;Andacollo;Coquimbo; 1,3373361; 0,571466403; 2,4088853
2020-07-18;Andacollo;Coquimbo; 1,3091290; 0,561261876; 2,3745244
2020-07-19;Andacollo;Coquimbo; 1,4272802; 0,649700732; 2,5023053
2020-07-20;Andacollo;Coquimbo; 1,5118476; 0,709712020; 2,6105887
2020-07-21;Andacollo;Coquimbo; 1,4175766; 0,660321278; 2,4544582
2020-07-22;Andacollo;Coquimbo; 1,3364237; 0,625545792; 2,3064600
2020-07-23;Andacollo;Coquimbo; 1,4009022; 0,693954880; 2,3554389
2020-07-24;Andacollo;Coquimbo; 1,3256392; 0,650548017; 2,2446314
2020-07-25;Andacollo;Coquimbo; 1,2646165; 0,629026217; 2,1313335
2020-07-26;Andacollo;Coquimbo; 1,2168167; 0,601595442; 2,0506234
2020-07-27;Andacollo;Coquimbo; 1,0763860; 0,515378648; 1,8493899
2020-07-28;Andacollo;Coquimbo; 1,0659335; 0,509424839; 1,8288859
2020-07-29;Andacollo;Coquimbo; 0,9629604; 0,440347141; 1,6880513
2020-07-30;Andacollo;Coquimbo; 0,8646219; 0,378817624; 1,5536119
2020-07-31;Andacollo;Coquimbo; 0,7886641; 0,319472353; 1,4696546
2020-08-01;Andacollo;Coquimbo; 0,8384549; 0,334093217; 1,5676692
2020-08-02;Andacollo;Coquimbo; 0,7584171; 0,276794023; 1,4820947
2020-08-03;Andacollo;Coquimbo; 0,6773505; 0,218671079; 1,3946574
2020-08-04;Andacollo;Coquimbo; 0,8882069; 0,318632095; 1,7648087
2020-08-05;Andacollo;Coquimbo; 1,1030609; 0,439207949; 2,0786833
2020-08-06;Andacollo;Coquimbo; 1,1170866; 0,443827202; 2,0923590
2020-08-07;Andacollo;Coquimbo; 1,1247342; 0,453920504; 2,0755219
2020-03-29;Angol;Araucanía; 2,8748015; 1,034865722; 6,0642722
2020-03-30;Angol;Araucanía; 2,5722990; 1,003957169; 5,2010982
2020-03-31;Angol;Araucanía; 2,8396486; 1,286262461; 5,2146751
2020-04-01;Angol;Araucanía; 2,8587122; 1,379373591; 5,0402679
2020-04-02;Angol;Araucanía; 2,2219617; 1,080370167; 3,9660629
2020-04-03;Angol;Araucanía; 1,8181985; 0,910542389; 3,2007286
2020-04-04;Angol;Araucanía; 1,6738392; 0,889551328; 2,7684153
2020-04-05;Angol;Araucanía; 1,4986011; 0,806991274; 2,4408157
2020-04-06;Angol;Araucanía; 1,4528099; 0,809998917; 2,2977672
2020-04-07;Angol;Araucanía; 1,6046828; 0,950952955; 2,4542111
2020-04-08;Angol;Araucanía; 1,7789735; 1,097174902; 2,6350961
2020-04-09;Angol;Araucanía; 1,5143302; 0,911980267; 2,2926485
2020-04-10;Angol;Araucanía; 1,3739795; 0,836185436; 2,0688373
2020-04-11;Angol;Araucanía; 1,2845461; 0,790103559; 1,9187479
2020-04-12;Angol;Araucanía; 1,2720631; 0,800806539; 1,8647471
2020-04-13;Angol;Araucanía; 1,2151707; 0,771382781; 1,7711792
2020-04-14;Angol;Araucanía; 1,2720415; 0,818887622; 1,8289437
2020-04-15;Angol;Araucanía; 1,2191302; 0,783689088; 1,7589097
2020-04-16;Angol;Araucanía; 1,2200595; 0,790339093; 1,7418685
2020-04-17;Angol;Araucanía; 1,2245642; 0,806228363; 1,7386654
2020-04-18;Angol;Araucanía; 1,2666884; 0,844015682; 1,7743226
2020-04-19;Angol;Araucanía; 1,3015030; 0,876091477; 1,8116758
2020-04-20;Angol;Araucanía; 1,4790302; 1,032984280; 2,0119592
2020-04-21;Angol;Araucanía; 1,5291374; 1,074938642; 2,0697892
2020-04-22;Angol;Araucanía; 1,4019236; 0,976590250; 1,9176766
2020-04-23;Angol;Araucanía; 1,4589645; 1,035876165; 1,9613505
2020-04-24;Angol;Araucanía; 1,5302853; 1,111787304; 2,0305562
2020-04-25;Angol;Araucanía; 1,4320630; 1,036125578; 1,9088758
2020-04-26;Angol;Araucanía; 1,2936085; 0,937816133; 1,7222556
2020-04-27;Angol;Araucanía; 1,2392569; 0,907572435; 1,6305348
2020-04-28;Angol;Araucanía; 1,2293282; 0,916707278; 1,5963056
2020-04-29;Angol;Araucanía; 1,3259732; 1,005789658; 1,6946799
2020-04-30;Angol;Araucanía; 1,3996680; 1,072709158; 1,7754946
2020-05-01;Angol;Araucanía; 1,3109622; 0,999126158; 1,6739372
2020-05-02;Angol;Araucanía; 1,2166764; 0,922869358; 1,5505176
2020-05-03;Angol;Araucanía; 1,1462177; 0,880311554; 1,4602735
2020-05-04;Angol;Araucanía; 0,9942380; 0,751277221; 1,2688468
2020-05-05;Angol;Araucanía; 0,8709257; 0,652734224; 1,1186512
2020-05-06;Angol;Araucanía; 0,8210095; 0,603938390; 1,0709390
2020-05-07;Angol;Araucanía; 0,7785589; 0,561133663; 1,0306835
2020-05-08;Angol;Araucanía; 0,6878543; 0,482209843; 0,9318996
2020-05-09;Angol;Araucanía; 0,7110213; 0,493619704; 0,9800918
2020-05-10;Angol;Araucanía; 0,8209210; 0,572076942; 1,1215464
2020-05-11;Angol;Araucanía; 0,8411803; 0,586196056; 1,1458652
2020-05-12;Angol;Araucanía; 0,7401751; 0,502900800; 1,0239078
2020-05-13;Angol;Araucanía; 0,5437146; 0,339323213; 0,8006044
2020-05-14;Angol;Araucanía; 0,4390696; 0,251035816; 0,6905095
2020-05-15;Angol;Araucanía; 0,4977256; 0,278534087; 0,7926408
2020-05-16;Angol;Araucanía; 0,5296713; 0,287690003; 0,8652561
2020-05-17;Angol;Araucanía; 0,5170885; 0,270446476; 0,8606462
2020-05-18;Angol;Araucanía; 0,6215187; 0,329165691; 1,0150366
2020-05-19;Angol;Araucanía; 0,6883375; 0,370974518; 1,1188739
2020-05-20;Angol;Araucanía; 0,7443563; 0,404371714; 1,2008432
2020-05-21;Angol;Araucanía; 0,8022652; 0,436688648; 1,2789506
2020-05-22;Angol;Araucanía; 0,9055252; 0,510629615; 1,4163888
2020-05-23;Angol;Araucanía; 1,0624830; 0,631547655; 1,6095595
2020-05-24;Angol;Araucanía; 1,0124415; 0,591940405; 1,5541385
2020-05-25;Angol;Araucanía; 1,2589427; 0,772013237; 1,8646391
2020-05-26;Angol;Araucanía; 1,2927880; 0,806713598; 1,9010602
2020-05-27;Angol;Araucanía; 1,4074532; 0,901994364; 2,0378244
2020-05-28;Angol;Araucanía; 1,3811701; 0,887116120; 2,0052099
2020-05-29;Angol;Araucanía; 1,3945009; 0,905342361; 1,9990625
2020-05-30;Angol;Araucanía; 1,4973617; 1,002898242; 2,1019551
2020-05-31;Angol;Araucanía; 1,4280695; 0,954453706; 2,0107220
2020-06-01;Angol;Araucanía; 1,3634252; 0,921384179; 1,9134196
2020-06-02;Angol;Araucanía; 1,3516812; 0,925578806; 1,8728789
2020-06-03;Angol;Araucanía; 1,3761895; 0,955453372; 1,8753985
2020-06-04;Angol;Araucanía; 1,2915131; 0,900365806; 1,7669996
